PART_ID,INDV_NAME,INDV_FIRS_NAME,INDV_STTS_CD,CRTN_DTTM,UPDT_DTTM,BIRT_DT,BIRT_CITY,BIRT_CNTR,SOCL_NUM,EXEC_ID
3463,Name16400,FistName16400,Actif,2017-11-17 07:19:18,2017-11-17 07:19:18,1961-07-18,Ville11,Pays1,NS000016400,12345
4453,Name21240,FistName21240,Actif,2020-09-10 09:55:07,2020-09-10 09:55:07,1947-03-03,Ville8,Pays2,NS000021240,12345
5444,Name25800,FistName25800,Actif,2023-05-15 01:06:33,2023-05-15 01:06:33,1930-11-14,Ville1,Pays3,NS000025800,12345
6929,Name32871,FistName32871,Actif,1997-01-12 15:59:49,1997-01-12 15:59:49,1949-06-10,Ville15,Pays1,NS000032871,12345
5214,Name24698,FistName24698,Actif,2006-06-22 06:08:08,2006-06-22 06:08:08,1937-04-03,Ville6,Pays2,NS000024698,12345
1357,Name5951,FistName5951,Actif,2017-05-10 13:23:24,2017-05-10 13:23:24,2010-07-13,Ville20,Pays2,NS000005951,12345
10195,Name48229,FistName48229,Actif,2015-10-19 19:11:03,2015-10-19 19:11:03,1972-11-19,Ville10,Pays2,NS000048229,12345
8187,Name38640,FistName38640,Actif,2017-03-22 10:13:23,2017-03-22 10:13:23,1977-05-26,Ville17,Pays2,NS000038640,12345
9893,Name46704,FistName46704,Actif,2016-10-01 08:46:23,2016-10-01 08:46:23,1934-08-04,Ville17,Pays3,NS000046704,12345
9183,Name43428,FistName43428,Actif,2003-05-03 10:15:51,2003-05-03 10:15:51,2012-10-10,Ville12,Pays1,NS000043428,12345
5890,Name27865,FistName27865,Actif,2006-04-17 10:58:28,2006-04-17 10:58:28,1951-05-22,Ville8,Pays2,NS000027865,12345
5834,Name27596,FistName27596,Actif,2013-04-23 03:56:38,2013-04-23 03:56:38,1990-05-18,Ville13,Pays1,NS000027596,12345
3678,Name17296,FistName17296,Actif,2020-01-18 20:55:45,2020-01-18 20:55:45,1985-10-05,Ville15,Pays1,NS000017296,12345
1480,Name6551,FistName6551,Actif,2011-01-01 02:37:53,2011-01-01 02:37:53,1975-07-03,Ville13,Pays2,NS000006551,12345
4704,Name22359,FistName22359,Actif,2001-07-27 21:20:16,2001-07-27 21:20:16,1984-02-18,Ville9,Pays1,NS000022359,12345
5035,Name23925,FistName23925,Actif,2005-06-04 17:22:44,2005-06-04 17:22:44,1998-03-12,Ville14,Pays1,NS000023925,12345
1510,Name6701,FistName6701,Actif,2013-06-25 08:44:45,2013-06-25 08:44:45,1941-09-12,Ville2,Pays1,NS000006701,12345
7046,Name33294,FistName33294,Actif,2011-09-15 01:21:50,2011-09-15 01:21:50,1956-10-11,Ville9,Pays1,NS000033294,12345
6291,Name29983,FistName29983,Actif,2009-01-20 01:40:35,2009-01-20 01:40:35,1936-07-18,Ville20,Pays1,NS000029983,12345
3717,Name17478,FistName17478,Actif,2019-02-10 02:57:17,2019-02-10 02:57:17,2016-03-03,Ville4,Pays1,NS000017478,12345
6547,Name31145,FistName31145,Actif,2001-03-16 01:37:14,2001-03-16 01:37:14,1994-06-13,Ville24,Pays3,NS000031145,12345
7669,Name36215,FistName36215,Actif,2015-02-24 18:09:49,2015-02-24 18:09:49,1988-01-16,Ville4,Pays1,NS000036215,12345
3412,Name16123,FistName16123,Actif,2018-06-04 13:22:50,2018-06-04 13:22:50,1938-05-14,Ville8,Pays1,NS000016123,12345
3635,Name17104,FistName17104,Actif,2007-08-14 04:25:14,2007-08-14 04:25:14,1998-09-22,Ville23,Pays1,NS000017104,12345
1146,Name4879,FistName4879,Actif,1997-04-16 01:45:37,1997-04-16 01:45:37,1996-07-21,Ville19,Pays2,NS000004879,12345
7016,Name33185,FistName33185,Actif,2003-04-02 22:07:30,2003-04-02 22:07:30,2011-10-27,Ville17,Pays1,NS000033185,12345
4337,Name20636,FistName20636,Actif,2001-10-21 14:33:39,2001-10-21 14:33:39,1958-01-15,Ville6,Pays2,NS000020636,12345
1726,Name7844,FistName7844,Actif,2000-02-04 07:52:08,2000-02-04 07:52:08,1983-05-02,Ville19,Pays2,NS000007844,12345
10574,Name49838,FistName49838,Actif,2014-06-19 12:51:15,2014-06-19 12:51:15,2004-07-27,Ville14,Pays3,NS000049838,12345
9037,Name42760,FistName42760,Actif,2011-01-02 10:27:05,2011-01-02 10:27:05,1999-05-08,Ville6,Pays3,NS000042760,12345
7425,Name34989,FistName34989,Actif,2003-04-22 09:55:37,2003-04-22 09:55:37,1984-01-02,Ville5,Pays3,NS000034989,12345
1821,Name8364,FistName8364,Actif,2012-11-06 14:55:06,2012-11-06 14:55:06,1952-05-01,Ville12,Pays1,NS000008364,12345
3128,Name14671,FistName14671,Actif,2013-10-16 12:47:05,2013-10-16 12:47:05,2001-11-12,Ville20,Pays2,NS000014671,12345
9784,Name46249,FistName46249,Actif,2019-07-16 04:14:22,2019-07-16 04:14:22,1935-09-22,Ville5,Pays1,NS000046249,12345
2786,Name13057,FistName13057,Actif,2010-07-21 09:37:10,2010-07-21 09:37:10,1981-01-01,Ville19,Pays2,NS000013057,12345
5784,Name27392,FistName27392,Actif,2000-06-07 07:56:43,2000-06-07 07:56:43,2010-04-24,Ville19,Pays1,NS000027392,12345
5716,Name27092,FistName27092,Actif,2016-02-18 19:44:58,2016-02-18 19:44:58,1949-11-26,Ville16,Pays1,NS000027092,12345
7429,Name35009,FistName35009,Actif,2021-06-04 13:13:19,2021-06-04 13:13:19,2013-07-01,Ville8,Pays2,NS000035009,12345
973,Name4050,FistName4050,Actif,2008-08-03 06:52:01,2008-08-03 06:52:01,1997-01-11,Ville22,Pays2,NS000004050,12345
10126,Name47879,FistName47879,Actif,2004-01-10 10:43:55,2004-01-10 10:43:55,1961-06-11,Ville25,Pays3,NS000047879,12345
10097,Name47753,FistName47753,Actif,1997-04-15 17:21:55,1997-04-15 17:21:55,1957-02-15,Ville15,Pays5,NS000047753,12345
5501,Name26095,FistName26095,Actif,2020-04-21 04:25:47,2020-04-21 04:25:47,2003-06-27,Ville10,Pays3,NS000026095,12345
2021,Name9314,FistName9314,Actif,2007-11-23 16:38:08,2007-11-23 16:38:08,1976-01-10,Ville14,Pays1,NS000009314,12345
10033,Name47509,FistName47509,Actif,2018-03-17 08:47:19,2018-03-17 08:47:19,1967-07-02,Ville10,Pays2,NS000047509,12345
4711,Name22392,FistName22392,Actif,2009-01-25 22:59:16,2009-01-25 22:59:16,1995-05-08,Ville16,Pays3,NS000022392,12345
8539,Name40376,FistName40376,Actif,2014-03-14 09:11:27,2014-03-14 09:11:27,1998-10-20,Ville22,Pays2,NS000040376,12345
7664,Name36196,FistName36196,Actif,1998-05-23 08:07:24,1998-05-23 08:07:24,1970-06-08,Ville1,Pays5,NS000036196,12345
3746,Name17645,FistName17645,Actif,1999-08-20 22:04:35,1999-08-20 22:04:35,1941-08-27,Ville4,Pays2,NS000017645,12345
7106,Name33573,FistName33573,Actif,2007-01-22 09:05:47,2007-01-22 09:05:47,1972-11-13,Ville11,Pays2,NS000033573,12345
4196,Name19935,FistName19935,Actif,2021-06-17 06:28:39,2021-06-17 06:28:39,1978-11-13,Ville9,Pays2,NS000019935,12345
1962,Name9095,FistName9095,Actif,2002-10-23 12:47:35,2002-10-23 12:47:35,1933-05-18,Ville24,Pays3,NS000009095,12345
6914,Name32824,FistName32824,Actif,2007-04-05 06:29:38,2007-04-05 06:29:38,1971-11-13,Ville13,Pays2,NS000032824,12345
5285,Name25025,FistName25025,Actif,1998-07-26 09:49:44,1998-07-26 09:49:44,1994-08-01,Ville3,Pays1,NS000025025,12345
8330,Name39321,FistName39321,Actif,2005-02-20 09:21:27,2005-02-20 09:21:27,1966-06-14,Ville10,Pays2,NS000039321,12345
7441,Name35059,FistName35059,Actif,2018-07-19 17:34:15,2018-07-19 17:34:15,1963-10-01,Ville2,Pays2,NS000035059,12345
4779,Name22720,FistName22720,Actif,2009-05-05 02:21:02,2009-05-05 02:21:02,1939-06-23,Ville2,Pays2,NS000022720,12345
364,Name1088,FistName1088,Actif,2011-08-21 11:37:19,2011-08-21 11:37:19,2010-06-09,Ville2,Pays1,NS000001088,12345
5567,Name26445,FistName26445,Actif,2012-09-23 02:44:45,2012-09-23 02:44:45,1936-01-09,Ville5,Pays2,NS000026445,12345
4787,Name22749,FistName22749,Actif,2015-04-07 13:53:50,2015-04-07 13:53:50,1939-05-14,Ville24,Pays1,NS000022749,12345
9837,Name46469,FistName46469,Actif,2021-06-05 19:50:25,2021-06-05 19:50:25,1953-05-04,Ville25,Pays1,NS000046469,12345
8128,Name38408,FistName38408,Actif,2008-05-26 08:49:41,2008-05-26 08:49:41,2011-07-18,Ville4,Pays3,NS000038408,12345
9002,Name42611,FistName42611,Actif,2017-08-26 18:20:08,2017-08-26 18:20:08,2012-03-01,Ville24,Pays1,NS000042611,12345
775,Name3085,FistName3085,Actif,2008-08-17 03:59:07,2008-08-17 03:59:07,2000-11-21,Ville9,Pays4,NS000003085,12345
3789,Name17859,FistName17859,Actif,2018-02-04 14:50:01,2018-02-04 14:50:01,1969-03-27,Ville17,Pays3,NS000017859,12345
825,Name3341,FistName3341,Actif,2021-09-13 01:27:50,2021-09-13 01:27:50,1981-08-02,Ville11,Pays1,NS000003341,12345
10389,Name49034,FistName49034,Actif,2018-05-15 01:26:48,2018-05-15 01:26:48,1987-09-18,Ville12,Pays2,NS000049034,12345
4605,Name21932,FistName21932,Actif,2010-10-24 22:12:16,2010-10-24 22:12:16,1985-07-09,Ville5,Pays2,NS000021932,12345
9298,Name43934,FistName43934,Actif,2004-01-23 14:30:28,2004-01-23 14:30:28,1964-03-27,Ville19,Pays2,NS000043934,12345
9393,Name44375,FistName44375,Actif,2021-08-12 23:42:38,2021-08-12 23:42:38,1977-04-18,Ville10,Pays2,NS000044375,12345
6461,Name30706,FistName30706,Actif,2023-11-05 02:37:09,2023-11-05 02:37:09,1949-11-21,Ville9,Pays1,NS000030706,12345
4214,Name20029,FistName20029,Actif,2011-04-09 20:35:29,2011-04-09 20:35:29,1962-02-01,Ville23,Pays1,NS000020029,12345
5360,Name25409,FistName25409,Actif,2020-06-10 03:19:17,2020-06-10 03:19:17,1989-09-09,Ville10,Pays1,NS000025409,12345
9587,Name45247,FistName45247,Actif,2003-04-05 19:19:53,2003-04-05 19:19:53,1965-01-01,Ville5,Pays2,NS000045247,12345
1805,Name8233,FistName8233,Actif,2002-06-01 16:53:10,2002-06-01 16:53:10,1954-05-23,Ville6,Pays2,NS000008233,12345
1515,Name6719,FistName6719,Actif,2010-08-09 04:16:02,2010-08-09 04:16:02,1963-01-07,Ville20,Pays2,NS000006719,12345
10411,Name49120,FistName49120,Actif,2008-02-11 03:33:07,2008-02-11 03:33:07,1974-08-13,Ville24,Pays1,NS000049120,12345
8261,Name39025,FistName39025,Actif,2009-11-22 01:50:12,2009-11-22 01:50:12,1969-03-01,Ville9,Pays2,NULL,12345
5778,Name27373,FistName27373,Actif,2013-09-03 13:38:20,2013-09-03 13:38:20,1994-08-05,Ville10,Pays2,NS000027373,12345
5190,Name24601,FistName24601,Actif,2021-08-15 19:07:14,2021-08-15 19:07:14,2016-08-24,Ville24,Pays1,NS000024601,12345
6944,Name32946,FistName32946,Actif,2010-02-19 20:10:54,2010-02-19 20:10:54,2016-06-04,Ville10,Pays3,NS000032946,12345
6622,Name31488,FistName31488,Actif,1997-06-08 03:26:56,1997-06-08 03:26:56,2014-04-08,Ville14,Pays2,NS000031488,12345
10464,Name49300,FistName49300,Actif,2012-08-23 04:49:10,2012-08-23 04:49:10,1943-03-18,Ville23,Pays1,NS000049300,12345
2091,Name9677,FistName9677,Actif,2014-10-15 15:40:41,2014-10-15 15:40:41,2012-10-22,Ville13,Pays2,NS000009677,12345
4705,Name22365,FistName22365,Actif,2022-01-25 11:45:44,2022-01-25 11:45:44,1960-02-22,Ville19,Pays1,NS000022365,12345
2881,Name13494,FistName13494,Actif,2003-05-12 14:36:46,2003-05-12 14:36:46,1998-04-25,Ville16,Pays1,NS000013494,12345
782,Name3139,FistName3139,Actif,2000-10-18 14:28:35,2000-10-18 14:28:35,1959-08-19,Ville18,Pays4,NS000003139,12345
10523,Name49564,FistName49564,Actif,2008-02-06 17:11:15,2008-02-06 17:11:15,1940-03-13,Ville7,Pays2,NS000049564,12345
6975,Name33040,FistName33040,Actif,2016-09-14 01:28:26,2016-09-14 01:28:26,1981-08-16,Ville8,Pays2,NS000033040,12345
2408,Name11220,FistName11220,Actif,2001-07-18 18:48:08,2001-07-18 18:48:08,1966-01-02,Ville2,Pays2,NS000011220,12345
6251,Name29764,FistName29764,Actif,2015-06-11 17:36:31,2015-06-11 17:36:31,1977-04-15,Ville24,Pays1,NS000029764,12345
6957,Name32992,FistName32992,Actif,2008-02-01 13:21:28,2008-02-01 13:21:28,1973-03-24,Ville20,Pays1,NS000032992,12345
6582,Name31285,FistName31285,Actif,2019-02-13 01:21:35,2019-02-13 01:21:35,1981-08-06,Ville13,Pays2,NS000031285,12345
1862,Name8595,FistName8595,Actif,2000-04-04 17:36:12,2000-04-04 17:36:12,1958-10-15,Ville24,Pays3,NS000008595,12345
1494,Name6605,FistName6605,Actif,2017-02-14 18:42:50,2017-02-14 18:42:50,1933-08-03,Ville21,Pays1,NS000006605,12345
6123,Name29019,FistName29019,Actif,2018-11-02 12:47:13,2018-11-02 12:47:13,1996-10-16,Ville25,Pays3,NS000029019,12345
5122,Name24311,FistName24311,Actif,2012-09-23 22:07:56,2012-09-23 22:07:56,1971-03-24,Ville15,Pays4,NS000024311,12345
1682,Name7590,FistName7590,Actif,2021-04-19 04:39:34,2021-04-19 04:39:34,1939-06-04,Ville7,Pays5,NS000007590,12345
3988,Name18851,FistName18851,Actif,2006-03-17 11:32:13,2006-03-17 11:32:13,1991-08-03,Ville3,Pays3,NS000018851,12345
1602,Name7166,FistName7166,Actif,1999-10-19 02:12:33,1999-10-19 02:12:33,2007-02-27,Ville6,Pays2,NS000007166,12345
5721,Name27110,FistName27110,Actif,2022-05-27 08:13:15,2022-05-27 08:13:15,1990-01-04,Ville10,Pays1,NS000027110,12345
7145,Name33703,FistName33703,Actif,2023-07-05 15:49:26,2023-07-05 15:49:26,2006-06-09,Ville24,Pays3,NS000033703,12345
8339,Name39359,FistName39359,Actif,1998-08-05 13:14:51,1998-08-05 13:14:51,1963-07-04,Ville10,Pays2,NS000039359,12345
7291,Name34355,FistName34355,Actif,2018-09-15 10:44:25,2018-09-15 10:44:25,2000-09-13,Ville22,Pays2,NS000034355,12345
4252,Name20218,FistName20218,Actif,2012-02-22 18:22:36,2012-02-22 18:22:36,2000-05-02,Ville13,Pays1,NS000020218,12345
3047,Name14301,FistName14301,Actif,1997-06-20 10:45:02,1997-06-20 10:45:02,1998-05-25,Ville23,Pays2,NS000014301,12345
4839,Name22990,FistName22990,Actif,2004-03-03 03:25:47,2004-03-03 03:25:47,1977-07-13,Ville9,Pays1,NS000022990,12345
5914,Name28016,FistName28016,Actif,2020-08-26 13:57:40,2020-08-26 13:57:40,1935-03-07,Ville12,Pays2,NS000028016,12345
3280,Name15486,FistName15486,Actif,2020-07-03 17:49:22,2020-07-03 17:49:22,1973-03-20,Ville17,Pays2,NS000015486,12345
4487,Name21360,FistName21360,Actif,2009-04-10 20:58:34,2009-04-10 20:58:34,1984-04-25,Ville18,Pays1,NS000021360,12345
5707,Name27068,FistName27068,Actif,2005-11-21 18:53:39,2005-11-21 18:53:39,1931-11-18,Ville21,Pays3,NS000027068,12345
10570,Name49822,FistName49822,Actif,2021-08-24 03:23:15,2021-08-24 03:23:15,1963-09-27,Ville16,Pays1,NS000049822,12345
4614,Name21988,FistName21988,Actif,2006-03-24 03:39:48,2006-03-24 03:39:48,1942-03-03,Ville18,Pays3,NS000021988,12345
1797,Name8189,FistName8189,Actif,2018-01-21 03:52:26,2018-01-21 03:52:26,1947-09-04,Ville15,Pays4,NS000008189,12345
7122,Name33625,FistName33625,Actif,1997-01-27 16:01:32,1997-01-27 16:01:32,1991-07-22,Ville22,Pays2,NS000033625,12345
3797,Name17889,FistName17889,Actif,2009-08-20 06:51:52,2009-08-20 06:51:52,1974-07-19,Ville4,Pays2,NS000017889,12345
9550,Name45069,FistName45069,Actif,2000-02-07 10:28:58,2000-02-07 10:28:58,1973-01-01,Ville13,Pays2,NS000045069,12345
2232,Name10417,FistName10417,Actif,2008-10-21 04:36:48,2008-10-21 04:36:48,2011-04-13,Ville3,Pays2,NS000010417,12345
6430,Name30591,FistName30591,Actif,2005-02-01 22:48:07,2005-02-01 22:48:07,2006-04-26,Ville7,Pays1,NS000030591,12345
7897,Name37303,FistName37303,Actif,2012-03-15 08:12:05,2012-03-15 08:12:05,1936-11-03,Ville20,Pays1,NS000037303,12345
881,Name3568,FistName3568,Actif,2007-10-13 21:59:36,2007-10-13 21:59:36,1943-06-11,Ville11,Pays2,NS000003568,12345
1495,Name6606,FistName6606,Actif,2007-04-10 13:45:43,2007-04-10 13:45:43,1998-11-27,Ville5,Pays1,NS000006606,12345
2530,Name11809,FistName11809,Actif,2009-06-06 07:30:40,2009-06-06 07:30:40,2003-09-20,Ville18,Pays2,NS000011809,12345
10391,Name49041,FistName49041,Actif,2009-09-17 22:13:49,2009-09-17 22:13:49,1959-06-20,Ville3,Pays3,NS000049041,12345
942,Name3861,FistName3861,Actif,2012-03-27 04:45:33,2012-03-27 04:45:33,1966-03-09,Ville3,Pays2,NS000003861,12345
9065,Name42898,FistName42898,Actif,2001-06-05 13:39:45,2001-06-05 13:39:45,1946-10-19,Ville15,Pays2,NS000042898,12345
1523,Name6762,FistName6762,Actif,2009-03-05 03:11:39,2009-03-05 03:11:39,1993-06-12,Ville10,Pays1,NS000006762,12345
4901,Name23277,FistName23277,Actif,2005-06-23 05:15:36,2005-06-23 05:15:36,1963-03-16,Ville7,Pays2,NS000023277,12345
2184,Name10180,FistName10180,Actif,2019-07-03 16:57:25,2019-07-03 16:57:25,2002-10-10,Ville5,Pays1,NS000010180,12345
9487,Name44808,FistName44808,Actif,2016-07-14 16:31:02,2016-07-14 16:31:02,2008-05-02,Ville24,Pays1,NS000044808,12345
4527,Name21542,FistName21542,Actif,2021-08-19 15:48:37,2021-08-19 15:48:37,1943-01-15,Ville12,Pays2,NS000021542,12345
7936,Name37508,FistName37508,Actif,2023-07-26 14:43:02,2023-07-26 14:43:02,2004-11-18,Ville23,Pays1,NS000037508,12345
3270,Name15420,FistName15420,Actif,2018-11-20 11:56:15,2018-11-20 11:56:15,1949-10-20,Ville16,Pays1,NS000015420,12345
4722,Name22455,FistName22455,Actif,2003-07-15 22:44:10,2003-07-15 22:44:10,2013-01-08,Ville21,Pays3,NS000022455,12345
2493,Name11633,FistName11633,Actif,2019-11-01 01:12:28,2019-11-01 01:12:28,1975-08-26,Ville4,Pays2,NS000011633,12345
317,Name890,FistName890,Actif,2017-02-24 07:53:43,2017-02-24 07:53:43,1952-03-10,Ville10,Pays3,NS000000890,12345
8916,Name42181,FistName42181,Actif,2000-05-17 22:07:02,2000-05-17 22:07:02,1985-03-19,Ville24,Pays1,NS000042181,12345
3235,Name15275,FistName15275,Actif,1999-06-17 15:35:49,1999-06-17 15:35:49,1984-03-16,Ville7,Pays4,NS000015275,12345
3144,Name14754,FistName14754,Actif,2003-02-10 17:10:21,2003-02-10 17:10:21,1933-04-01,Ville13,Pays1,NS000014754,12345
10114,Name47840,FistName47840,Actif,2001-11-04 02:28:20,2001-11-04 02:28:20,1936-10-20,Ville20,Pays2,NS000047840,12345
2985,Name14019,FistName14019,Actif,2008-04-24 15:52:16,2008-04-24 15:52:16,1998-11-01,Ville7,Pays2,NS000014019,12345
9093,Name43032,FistName43032,Actif,2016-03-27 21:35:32,2016-03-27 21:35:32,1943-11-01,Ville22,Pays2,NS000043032,12345
4365,Name20756,FistName20756,Actif,1999-04-18 02:02:16,1999-04-18 02:02:16,1980-06-13,Ville9,Pays3,NS000020756,12345
1052,Name4459,FistName4459,Actif,2003-04-11 05:23:19,2003-04-11 05:23:19,2009-01-02,Ville15,Pays1,NS000004459,12345
1803,Name8216,FistName8216,Actif,2010-11-04 23:50:14,2010-11-04 23:50:14,1949-08-12,Ville15,Pays2,NS000008216,12345
6919,Name32838,FistName32838,Actif,2023-02-22 09:03:07,2023-02-22 09:03:07,1941-01-18,Ville9,Pays2,NS000032838,12345
1479,Name6547,FistName6547,Actif,1998-06-08 23:30:15,1998-06-08 23:30:15,1960-09-09,Ville2,Pays3,NS000006547,12345
7849,Name37071,FistName37071,Actif,2022-10-14 20:45:27,2022-10-14 20:45:27,1981-09-10,Ville23,Pays3,NS000037071,12345
402,Name1253,FistName1253,Actif,2002-10-11 06:29:35,2002-10-11 06:29:35,1955-03-03,Ville21,Pays1,NS000001253,12345
7252,Name34177,FistName34177,Actif,2014-02-11 16:27:25,2014-02-11 16:27:25,1972-03-27,Ville19,Pays2,NS000034177,12345
9966,Name47100,FistName47100,Actif,1998-06-10 11:14:23,1998-06-10 11:14:23,1970-09-23,Ville10,Pays1,NS000047100,12345
5811,Name27498,FistName27498,Actif,2004-11-11 20:09:22,2004-11-11 20:09:22,1996-09-02,Ville25,Pays1,NS000027498,12345
4805,Name22832,FistName22832,Actif,2002-03-05 06:27:01,2002-03-05 06:27:01,2006-10-03,Ville18,Pays1,NS000022832,12345
4769,Name22674,FistName22674,Actif,1998-01-25 22:18:36,1998-01-25 22:18:36,1964-04-12,Ville21,Pays1,NS000022674,12345
8486,Name40037,FistName40037,Actif,2017-03-27 07:29:39,2017-03-27 07:29:39,1965-08-13,Ville10,Pays2,NS000040037,12345
4706,Name22370,FistName22370,Actif,2013-05-24 02:46:43,2013-05-24 02:46:43,2007-05-24,Ville14,Pays2,NS000022370,12345
1558,Name6932,FistName6932,Actif,1997-07-18 19:45:34,1997-07-18 19:45:34,1992-06-23,Ville11,Pays2,NS000006932,12345
6091,Name28890,FistName28890,Actif,2006-07-20 15:19:26,2006-07-20 15:19:26,1972-08-21,Ville21,Pays2,NS000028890,12345
2154,Name10043,FistName10043,Actif,2023-10-12 12:51:04,2023-10-12 12:51:04,1944-08-20,Ville5,Pays4,NS000010043,12345
8147,Name38499,FistName38499,Actif,2014-02-14 04:38:43,2014-02-14 04:38:43,1936-07-06,Ville8,Pays2,NS000038499,12345
3083,Name14484,FistName14484,Actif,2004-08-24 12:32:48,2004-08-24 12:32:48,1965-08-04,Ville18,Pays3,NS000014484,12345
2644,Name12389,FistName12389,Actif,2018-01-16 01:20:58,2018-01-16 01:20:58,1974-09-22,Ville7,Pays4,NS000012389,12345
6639,Name31578,FistName31578,Actif,1997-01-04 13:03:47,1997-01-04 13:03:47,1985-09-24,Ville22,Pays3,NS000031578,12345
9082,Name42997,FistName42997,Actif,2002-08-04 05:03:51,2002-08-04 05:03:51,1967-05-04,Ville25,Pays3,NS000042997,12345
6807,Name32353,FistName32353,Actif,2010-06-27 23:57:24,2010-06-27 23:57:24,1987-01-13,Ville7,Pays1,NS000032353,12345
9933,Name46897,FistName46897,Actif,2003-08-03 21:37:12,2003-08-03 21:37:12,1969-02-08,Ville20,Pays1,NS000046897,12345
9761,Name46098,FistName46098,Actif,1999-01-17 20:32:59,1999-01-17 20:32:59,1995-05-17,Ville14,Pays5,NS000046098,12345
4811,Name22856,FistName22856,Actif,2001-06-26 06:18:35,2001-06-26 06:18:35,1935-03-11,Ville9,Pays3,NS000022856,12345
6049,Name28688,FistName28688,Actif,2013-08-20 01:11:03,2013-08-20 01:11:03,2000-10-24,Ville11,Pays2,NS000028688,12345
544,Name1952,FistName1952,Actif,1997-05-24 14:36:01,1997-05-24 14:36:01,1932-01-10,Ville10,Pays3,NS000001952,12345
4266,Name20286,FistName20286,Actif,1997-03-01 16:05:54,1997-03-01 16:05:54,1939-01-21,Ville24,Pays2,NS000020286,12345
850,Name3444,FistName3444,Actif,2012-04-26 08:12:06,2012-04-26 08:12:06,2003-02-08,Ville4,Pays1,NS000003444,12345
7576,Name35714,FistName35714,Actif,2013-08-16 02:50:33,2013-08-16 02:50:33,1993-10-13,Ville15,Pays3,NS000035714,12345
3178,Name14921,FistName14921,Actif,1999-11-04 13:05:03,1999-11-04 13:05:03,2010-03-22,Ville24,Pays1,NS000014921,12345
3646,Name17157,FistName17157,Actif,1997-06-11 03:53:33,1997-06-11 03:53:33,1964-09-05,Ville23,Pays1,NS000017157,12345
6372,Name30328,FistName30328,Actif,2008-11-13 14:29:52,2008-11-13 14:29:52,1967-01-09,Ville12,Pays2,NS000030328,12345
10337,Name48858,FistName48858,Actif,2000-02-17 08:47:48,2000-02-17 08:47:48,1955-10-17,Ville20,Pays1,NS000048858,12345
5992,Name28376,FistName28376,Actif,2006-10-11 17:51:09,2006-10-11 17:51:09,1980-09-13,Ville10,Pays2,NS000028376,12345
10065,Name47641,FistName47641,Actif,2005-06-01 22:41:34,2005-06-01 22:41:34,2013-11-14,Ville12,Pays3,NS000047641,12345
5022,Name23886,FistName23886,Actif,2020-06-26 19:15:09,2020-06-26 19:15:09,2004-04-16,Ville3,Pays2,NS000023886,12345
103,Name3,FistName3,Actif,2017-07-24 04:04:57,2017-07-24 04:04:57,1990-02-09,Ville2,Pays4,NS000000003,12345
8779,Name41564,FistName41564,Actif,2011-06-25 19:12:09,2011-06-25 19:12:09,1960-01-12,Ville20,Pays2,NS000041564,12345
7883,Name37237,FistName37237,Actif,2002-09-12 05:57:24,2002-09-12 05:57:24,2007-01-11,Ville9,Pays1,NS000037237,12345
10212,Name48316,FistName48316,Actif,1997-01-01 15:57:54,1997-01-01 15:57:54,1952-06-09,Ville22,Pays2,NS000048316,12345
5245,Name24825,FistName24825,Actif,2021-11-13 12:14:49,2021-11-13 12:14:49,1958-01-19,Ville17,Pays2,NS000024825,12345
6983,Name33077,FistName33077,Actif,2008-05-22 05:21:02,2008-05-22 05:21:02,1997-06-12,Ville7,Pays2,NS000033077,12345
6900,Name32744,FistName32744,Actif,2021-08-18 05:15:40,2021-08-18 05:15:40,1999-05-18,Ville4,Pays3,NS000032744,12345
1756,Name7969,FistName7969,Actif,2011-08-23 07:41:26,2011-08-23 07:41:26,2004-08-11,Ville25,Pays4,NS000007969,12345
7656,Name36160,FistName36160,Actif,2020-11-20 08:36:46,2020-11-20 08:36:46,1948-04-16,Ville21,Pays3,NS000036160,12345
2000,Name9240,FistName9240,Actif,2000-06-25 23:26:34,2000-06-25 23:26:34,1985-10-11,Ville15,Pays1,NS000009240,12345
9351,Name44223,FistName44223,Actif,2015-09-01 18:44:54,2015-09-01 18:44:54,1932-03-25,Ville18,Pays1,NS000044223,12345
7322,Name34490,FistName34490,Actif,2014-02-08 05:11:15,2014-02-08 05:11:15,1992-08-10,Ville18,Pays2,NS000034490,12345
8129,Name38412,FistName38412,Actif,2022-02-15 18:13:06,2022-02-15 18:13:06,1990-11-22,Ville3,Pays2,NS000038412,12345
10249,Name48460,FistName48460,Actif,2013-08-19 04:26:38,2013-08-19 04:26:38,1949-02-05,Ville10,Pays2,NS000048460,12345
5680,Name26920,FistName26920,Actif,2014-05-10 10:34:28,2014-05-10 10:34:28,1993-02-09,Ville19,Pays3,NS000026920,12345
2682,Name12564,FistName12564,Actif,2017-09-15 14:44:44,2017-09-15 14:44:44,1932-07-01,Ville10,Pays3,NS000012564,12345
8055,Name38024,FistName38024,Actif,2005-06-08 23:19:49,2005-06-08 23:19:49,2008-03-23,Ville2,Pays1,NS000038024,12345
1696,Name7654,FistName7654,Actif,2008-01-16 20:04:27,2008-01-16 20:04:27,2014-08-09,Ville21,Pays2,NS000007654,12345
4028,Name19069,FistName19069,Actif,2001-07-26 05:50:19,2001-07-26 05:50:19,2005-01-14,Ville3,Pays1,NS000019069,12345
