PART_ID,CNTR_IND,TELP_NUM,STRT_VALD_DTTM,END_VALD_DTTM,EXEC_ID
7213,NULL,+336##0904313,2022-01-11 23:25:30.000,2022-01-11 23:25:30.000,12345
3954,NULL,+336##0302162,2005-06-13 14:08:35.000,2005-06-13 14:08:35.000,12345
8952,NULL,+336##0185350,2004-01-08 20:48:30.000,2004-01-08 20:48:30.000,12345
5313,NULL,+336##0260988,2021-06-22 21:11:28.000,2021-06-22 21:11:28.000,12345
7323,NULL,+336##0595955,1997-06-22 10:19:56.000,1997-06-22 10:19:56.000,12345
6508,NULL,+336##0170761,1999-05-07 13:28:14.000,1999-05-07 13:28:14.000,12345
2276,NULL,+336##0734780,2016-02-06 23:30:19.000,2016-02-06 23:30:19.000,12345
6772,NULL,+336##0993588,2012-06-04 17:25:08.000,2012-06-04 17:25:08.000,12345
1693,NULL,+336##0971649,2005-01-04 19:33:07.000,2005-01-04 19:33:07.000,12345
10252,NULL,+336##0370537,1999-03-12 11:45:47.000,1999-03-12 11:45:47.000,12345
10265,NULL,+336##0677118,2014-06-23 05:03:51.000,2014-06-23 05:03:51.000,12345
2497,NULL,+336##0997158,2018-06-01 17:44:31.000,2018-06-01 17:44:31.000,12345
8821,NULL,+336##0875927,2000-11-27 17:31:02.000,2000-11-27 17:31:02.000,12345
9248,NULL,+336##0799689,2016-07-18 07:59:15.000,2016-07-18 07:59:15.000,12345
744,NULL,+336##0949188,2007-02-23 15:12:54.000,2007-02-23 15:12:54.000,12345
2554,NULL,+336##0476099,2016-11-21 09:12:36.000,2016-11-21 09:12:36.000,12345
8030,NULL,+336##0732033,2007-09-05 16:55:10.000,2007-09-05 16:55:10.000,12345
4735,NULL,+336##0740859,2016-04-24 17:26:42.000,2016-04-24 17:26:42.000,12345
10550,NULL,+336##0445445,2002-07-17 11:11:26.000,2002-07-17 11:11:26.000,12345
6142,NULL,+336##0463957,2001-07-14 12:13:23.000,2001-07-14 12:13:23.000,12345
10136,NULL,+336##0093662,2007-10-24 08:34:18.000,2007-10-24 08:34:18.000,12345
10209,NULL,+336##0992733,1997-09-22 03:03:51.000,1997-09-22 03:03:51.000,12345
6607,NULL,+336##0246590,2011-06-15 06:13:52.000,2011-06-15 06:13:52.000,12345
316,NULL,+336##0030926,2013-07-18 05:24:39.000,2013-07-18 05:24:39.000,12345
10251,NULL,+336##0758929,2010-01-27 23:31:52.000,2010-01-27 23:31:52.000,12345
5663,NULL,+336##0831728,2011-07-11 17:10:19.000,2011-07-11 17:10:19.000,12345
8880,NULL,+336##0242726,2009-03-06 18:44:52.000,2009-03-06 18:44:52.000,12345
959,NULL,+336##0331654,2022-10-24 23:24:58.000,2022-10-24 23:24:58.000,12345
481,NULL,+336##0021824,2002-03-09 03:30:51.000,2002-03-09 03:30:51.000,12345
2066,NULL,+336##0729938,2011-08-23 05:22:52.000,2011-08-23 05:22:52.000,12345
9752,NULL,+336##0799551,2023-05-18 01:48:04.000,2023-05-18 01:48:04.000,12345
2200,NULL,+336##0535561,2003-10-22 22:48:39.000,2003-10-22 22:48:39.000,12345
7185,NULL,+336##0620713,2008-10-18 09:47:53.000,2008-10-18 09:47:53.000,12345
6625,NULL,+336##0704366,2011-08-01 14:41:28.000,2011-08-01 14:41:28.000,12345
9269,NULL,+336##0378949,2008-03-02 01:47:07.000,2008-03-02 01:47:07.000,12345
2956,NULL,+336##0626504,2015-02-24 07:39:22.000,2015-02-24 07:39:22.000,12345
9437,NULL,+336##0329323,2001-10-06 01:58:45.000,2001-10-06 01:58:45.000,12345
8483,NULL,+336##0780984,2009-06-23 20:01:07.000,2009-06-23 20:01:07.000,12345
4240,NULL,+336##0678485,2011-06-04 19:24:26.000,2011-06-04 19:24:26.000,12345
1831,NULL,+336##0989146,2016-10-10 12:22:20.000,2016-10-10 12:22:20.000,12345
10375,NULL,+336##0245986,2017-02-07 13:41:42.000,2017-02-07 13:41:42.000,12345
8597,NULL,+336##0206393,2014-03-01 14:22:14.000,2014-03-01 14:22:14.000,12345
9281,NULL,+336##0185319,2013-09-24 17:06:36.000,2013-09-24 17:06:36.000,12345
1269,NULL,+336##0044020,2014-04-05 16:23:01.000,2014-04-05 16:23:01.000,12345
3067,NULL,+336##0158587,2003-04-17 10:25:57.000,2003-04-17 10:25:57.000,12345
9963,NULL,+336##0880720,2003-10-06 19:03:44.000,2003-10-06 19:03:44.000,12345
5248,NULL,+336##0902992,2013-06-07 18:48:55.000,2013-06-07 18:48:55.000,12345
8687,NULL,+336##0075067,2008-02-01 14:47:39.000,2008-02-01 14:47:39.000,12345
10421,NULL,+336##0824881,2003-07-04 13:59:03.000,2003-07-04 13:59:03.000,12345
1657,NULL,+336##0768470,1999-07-21 10:47:27.000,1999-07-21 10:47:27.000,12345
791,NULL,+336##0347845,2012-04-08 17:27:37.000,2012-04-08 17:27:37.000,12345
3540,NULL,+336##0429274,2019-09-23 22:18:05.000,2019-09-23 22:18:05.000,12345
2584,NULL,+336##0002646,2020-07-20 04:20:07.000,2020-07-20 04:20:07.000,12345
5618,NULL,+336##0634742,2012-08-08 10:31:15.000,2012-08-08 10:31:15.000,12345
7160,NULL,+336##0095023,2004-09-05 05:40:56.000,2004-09-05 05:40:56.000,12345
4079,NULL,+336##0555371,2007-09-12 23:51:59.000,2007-09-12 23:51:59.000,12345
5828,NULL,+336##0210943,2015-04-18 15:44:12.000,2015-04-18 15:44:12.000,12345
7196,NULL,+336##0873645,2002-10-12 23:22:25.000,2002-10-12 23:22:25.000,12345
8047,NULL,+336##0764922,2005-09-24 11:11:49.000,2005-09-24 11:11:49.000,12345
1307,NULL,+336##0562762,1999-10-03 05:53:40.000,1999-10-03 05:53:40.000,12345
2977,NULL,+336##0626928,2006-10-25 05:44:53.000,2006-10-25 05:44:53.000,12345
1698,NULL,+336##0858801,2004-03-15 13:12:06.000,2004-03-15 13:12:06.000,12345
8169,NULL,+336##0397601,2017-05-12 10:54:04.000,2017-05-12 10:54:04.000,12345
2812,NULL,+336##0648991,2022-09-02 17:53:30.000,2022-09-02 17:53:30.000,12345
6247,NULL,+336##0525512,1999-11-03 01:32:10.000,1999-11-03 01:32:10.000,12345
5971,NULL,+336##0102699,1998-08-10 04:07:10.000,1998-08-10 04:07:10.000,12345
2056,NULL,+336##0571574,2011-05-21 11:28:31.000,2011-05-21 11:28:31.000,12345
8532,NULL,+336##0952435,1998-08-25 22:44:30.000,1998-08-25 22:44:30.000,12345
10305,NULL,+336##0971770,2018-01-24 22:05:14.000,2018-01-24 22:05:14.000,12345
4048,NULL,+336##0178047,2010-07-09 09:54:40.000,2010-07-09 09:54:40.000,12345
6580,NULL,+336##0484276,2000-08-02 18:18:02.000,2000-08-02 18:18:02.000,12345
2473,NULL,+336##0053303,2001-01-06 08:48:44.000,2001-01-06 08:48:44.000,12345
10105,NULL,+336##0031350,2009-07-25 19:27:20.000,2009-07-25 19:27:20.000,12345
3831,NULL,+336##0329692,2002-01-06 05:42:57.000,2002-01-06 05:42:57.000,12345
10338,NULL,+336##0043920,2001-10-23 12:58:12.000,2001-10-23 12:58:12.000,12345
1851,NULL,+336##0899714,1997-04-18 13:36:16.000,1997-04-18 13:36:16.000,12345
10596,NULL,+336##0246651,1997-07-07 21:50:24.000,1997-07-07 21:50:24.000,12345
3882,NULL,+336##0233093,2010-10-05 10:27:01.000,2010-10-05 10:27:01.000,12345
7962,NULL,+336##0333142,2020-04-01 17:33:54.000,2020-04-01 17:33:54.000,12345
6576,NULL,+336##0859016,2003-05-17 23:07:52.000,2003-05-17 23:07:52.000,12345
214,NULL,+336##0179991,2010-11-16 16:58:04.000,2010-11-16 16:58:04.000,12345
7713,NULL,+336##0025544,2022-04-25 16:49:24.000,2022-04-25 16:49:24.000,12345
5570,NULL,+336##0585116,2008-10-02 23:46:11.000,2008-10-02 23:46:11.000,12345
10500,NULL,+336##0031360,2009-09-09 04:23:59.000,2009-09-09 04:23:59.000,12345
4864,NULL,+336##0043267,2017-03-02 21:32:40.000,2017-03-02 21:32:40.000,12345
1765,NULL,+336##0480856,2010-09-07 20:09:39.000,2010-09-07 20:09:39.000,12345
6816,NULL,+336##0229846,2016-10-08 11:14:16.000,2016-10-08 11:14:16.000,12345
9096,NULL,+336##0505891,2023-05-23 01:11:18.000,2023-05-23 01:11:18.000,12345
5642,NULL,+336##0409273,2011-10-26 09:53:35.000,2011-10-26 09:53:35.000,12345
10271,NULL,+336##0765659,2013-10-21 19:43:42.000,2013-10-21 19:43:42.000,12345
10554,NULL,+336##0004587,2002-01-09 13:24:35.000,2002-01-09 13:24:35.000,12345
7158,NULL,+336##0748354,2008-10-13 13:32:42.000,2008-10-13 13:32:42.000,12345
1579,NULL,+336##0900157,2007-07-07 02:44:44.000,2007-07-07 02:44:44.000,12345
3904,NULL,+336##0951177,2016-07-05 07:12:06.000,2016-07-05 07:12:06.000,12345
7778,NULL,+336##0702982,2012-06-15 13:36:18.000,2012-06-15 13:36:18.000,12345
6070,NULL,+336##0747673,2011-07-18 10:47:09.000,2011-07-18 10:47:09.000,12345
3897,NULL,+336##0337703,2022-09-15 08:17:08.000,2022-09-15 08:17:08.000,12345
1231,NULL,+336##0165154,2016-02-10 09:05:27.000,2016-02-10 09:05:27.000,12345
4178,NULL,+336##0072160,2001-08-25 14:18:40.000,2001-08-25 14:18:40.000,12345
3743,NULL,+336##0649660,2017-02-09 18:58:43.000,2017-02-09 18:58:43.000,12345
2815,NULL,+336##0979181,2017-06-25 05:58:21.000,2017-06-25 05:58:21.000,12345
10243,NULL,+336##0508854,2018-10-06 10:16:50.000,2018-10-06 10:16:50.000,12345
3365,NULL,+336##0762911,2000-04-05 15:52:35.000,2000-04-05 15:52:35.000,12345
3155,NULL,+336##0862566,2004-04-05 19:31:18.000,2004-04-05 19:31:18.000,12345
6471,NULL,+336##0491130,2023-10-12 11:14:10.000,2023-10-12 11:14:10.000,12345
3994,NULL,+336##0078189,2016-03-19 21:05:18.000,2016-03-19 21:05:18.000,12345
7556,NULL,+336##0667860,2000-02-10 12:07:08.000,2000-02-10 12:07:08.000,12345
596,NULL,+336##0081518,2009-06-10 13:49:08.000,2009-06-10 13:49:08.000,12345
8660,NULL,+336##0829555,2022-03-11 04:22:34.000,2022-03-11 04:22:34.000,12345
4044,NULL,+336##0805573,2005-03-24 18:25:11.000,2005-03-24 18:25:11.000,12345
4842,NULL,+336##0513077,2022-06-06 03:54:27.000,2022-06-06 03:54:27.000,12345
6276,NULL,+336##0907328,2018-02-03 10:38:02.000,2018-02-03 10:38:02.000,12345
4888,NULL,+336##0592608,1998-01-19 06:39:08.000,1998-01-19 06:39:08.000,12345
1742,NULL,+336##0963406,2013-09-04 13:09:56.000,2013-09-04 13:09:56.000,12345
4207,NULL,+336##0424817,2016-10-13 21:14:30.000,2016-10-13 21:14:30.000,12345
7310,NULL,+336##0892037,1998-09-06 05:43:36.000,1998-09-06 05:43:36.000,12345
8492,NULL,+336##0117707,2009-10-10 11:28:30.000,2009-10-10 11:28:30.000,12345
8138,NULL,+336##0429805,1998-07-25 04:57:54.000,1998-07-25 04:57:54.000,12345
8188,NULL,+336##0658073,2021-01-16 05:37:04.000,2021-01-16 05:37:04.000,12345
6523,NULL,+336##0881793,2000-04-17 01:24:50.000,2000-04-17 01:24:50.000,12345
7009,NULL,+336##0942647,2006-02-02 10:26:39.000,2006-02-02 10:26:39.000,12345
4258,NULL,+336##0299131,2018-06-14 14:59:34.000,2018-06-14 14:59:34.000,12345
8003,NULL,+336##0313657,2006-07-16 12:28:20.000,2006-07-16 12:28:20.000,12345
941,NULL,+336##0179121,2013-01-19 17:19:11.000,2013-01-19 17:19:11.000,12345
5672,NULL,+336##0558208,2019-06-07 21:08:22.000,2019-06-07 21:08:22.000,12345
2839,NULL,+336##0561195,1997-10-21 04:47:17.000,1997-10-21 04:47:17.000,12345
7658,NULL,+336##0481141,2021-07-04 14:25:30.000,2021-07-04 14:25:30.000,12345
1006,NULL,+336##0129883,2017-10-04 19:42:29.000,2017-10-04 19:42:29.000,12345
9973,NULL,+336##0356465,2016-01-20 10:25:08.000,2016-01-20 10:25:08.000,12345
4599,NULL,+336##0790872,2006-09-03 16:46:03.000,2006-09-03 16:46:03.000,12345
3774,NULL,+336##0577251,2010-03-15 09:23:23.000,2010-03-15 09:23:23.000,12345
4968,NULL,+336##0423644,2023-07-16 02:13:56.000,2023-07-16 02:13:56.000,12345
9315,NULL,+336##0498667,1997-05-05 07:23:12.000,1997-05-05 07:23:12.000,12345
6895,NULL,+336##0708264,2020-09-05 22:07:44.000,2020-09-05 22:07:44.000,12345
8550,NULL,+336##0348385,2014-08-18 04:20:05.000,2014-08-18 04:20:05.000,12345
2804,NULL,+336##0672249,2011-11-18 09:59:10.000,2011-11-18 09:59:10.000,12345
2398,NULL,+336##0403989,2003-10-03 09:03:53.000,2003-10-03 09:03:53.000,12345
8680,NULL,+336##0480371,2019-08-06 21:23:43.000,2019-08-06 21:23:43.000,12345
4105,NULL,+336##0743512,2003-01-25 12:04:13.000,2003-01-25 12:04:13.000,12345
601,NULL,+336##0309388,2012-11-11 10:20:43.000,2012-11-11 10:20:43.000,12345
4081,NULL,+336##0492116,2023-06-07 08:52:33.000,2023-06-07 08:52:33.000,12345
3674,NULL,+336##0953896,2002-08-23 10:27:42.000,2002-08-23 10:27:42.000,12345
2420,NULL,+336##0846087,1998-07-13 23:52:27.000,1998-07-13 23:52:27.000,12345
1029,NULL,+336##0797621,2014-11-03 15:25:55.000,2014-11-03 15:25:55.000,12345
1901,NULL,+336##0181294,1999-10-21 15:47:18.000,1999-10-21 15:47:18.000,12345
5788,NULL,+336##0926887,2000-05-16 18:51:14.000,2000-05-16 18:51:14.000,12345
3032,NULL,+336##0461236,2005-03-27 11:33:58.000,2005-03-27 11:33:58.000,12345
4555,NULL,+336##0103656,2012-02-02 19:14:15.000,2012-02-02 19:14:15.000,12345
6236,NULL,+336##0418311,2003-09-09 17:39:37.000,2003-09-09 17:39:37.000,12345
8181,NULL,+336##0205288,2014-08-02 09:15:04.000,2014-08-02 09:15:04.000,12345
874,NULL,+336##0088407,2014-04-09 01:42:14.000,2014-04-09 01:42:14.000,12345
2451,NULL,+336##0203278,2013-04-06 01:24:10.000,2013-04-06 01:24:10.000,12345
5029,NULL,+336##0005460,2010-09-06 05:39:20.000,2010-09-06 05:39:20.000,12345
4281,NULL,+336##0193671,2003-03-14 06:37:42.000,2003-03-14 06:37:42.000,12345
3989,NULL,+336##0228276,2011-11-07 16:40:15.000,2011-11-07 16:40:15.000,12345
3503,NULL,+336##0244833,2019-11-15 11:03:07.000,2019-11-15 11:03:07.000,12345
7601,NULL,+336##0787356,2020-04-10 23:50:26.000,2020-04-10 23:50:26.000,12345
5982,NULL,+336##0762962,2018-03-18 10:18:38.000,2018-03-18 10:18:38.000,12345
5485,NULL,+336##0320913,2018-01-09 21:58:42.000,2018-01-09 21:58:42.000,12345
6979,NULL,+336##0740027,2005-11-06 23:50:07.000,2005-11-06 23:50:07.000,12345
5427,NULL,+336##0662928,2020-03-09 23:41:49.000,2020-03-09 23:41:49.000,12345
3712,NULL,+336##0036350,2014-01-13 01:18:12.000,2014-01-13 01:18:12.000,12345
10231,NULL,+336##0554523,2003-04-25 20:52:22.000,2003-04-25 20:52:22.000,12345
3694,NULL,+336##0762865,2019-11-04 23:39:25.000,2019-11-04 23:39:25.000,12345
5041,NULL,+336##0815605,2014-05-16 06:01:01.000,2014-05-16 06:01:01.000,12345
6293,NULL,+336##0289791,2009-04-04 11:03:38.000,2009-04-04 11:03:38.000,12345
6034,NULL,+336##0382906,2012-08-22 20:55:46.000,2012-08-22 20:55:46.000,12345
2868,NULL,+336##0982571,2008-10-09 16:08:07.000,2008-10-09 16:08:07.000,12345
10280,NULL,+336##0260900,2017-04-10 02:07:20.000,2017-04-10 02:07:20.000,12345
8703,NULL,+336##0732841,2006-08-25 01:24:45.000,2006-08-25 01:24:45.000,12345
10000,NULL,+336##0920976,2020-08-19 17:59:50.000,2020-08-19 17:59:50.000,12345
8702,NULL,+336##0104310,2003-07-09 10:42:47.000,2003-07-09 10:42:47.000,12345
2165,NULL,+336##0970612,1999-06-07 12:53:36.000,1999-06-07 12:53:36.000,12345
7036,NULL,+336##0831096,2020-06-02 18:41:43.000,2020-06-02 18:41:43.000,12345
8590,NULL,+336##0703431,2005-09-09 17:20:17.000,2005-09-09 17:20:17.000,12345
3730,NULL,+336##0122306,2001-09-09 10:41:52.000,2001-09-09 10:41:52.000,12345
3294,NULL,+336##0204153,2014-05-10 23:41:34.000,2014-05-10 23:41:34.000,12345
10609,NULL,+336##0448571,2019-03-25 07:25:01.000,2019-03-25 07:25:01.000,12345
9672,NULL,+336##0533358,2019-06-08 15:12:48.000,2019-06-08 15:12:48.000,12345
1225,NULL,+336##0478692,2006-09-15 20:42:52.000,2006-09-15 20:42:52.000,12345
10452,NULL,+336##0494097,2011-01-14 05:18:42.000,2011-01-14 05:18:42.000,12345
4651,NULL,+336##0857439,2019-06-23 14:49:22.000,2019-06-23 14:49:22.000,12345
4330,NULL,+336##0471239,2013-08-25 20:09:12.000,2013-08-25 20:09:12.000,12345
9035,NULL,+336##0027145,2016-10-26 19:48:09.000,2016-10-26 19:48:09.000,12345
9121,NULL,+336##0563348,2018-11-01 17:32:49.000,2018-11-01 17:32:49.000,12345
2836,NULL,+336##0945496,2009-08-25 04:35:45.000,2009-08-25 04:35:45.000,12345
1874,NULL,+336##0347500,2018-03-23 13:31:35.000,2018-03-23 13:31:35.000,12345
772,NULL,+336##0049776,2019-02-25 08:53:27.000,2019-02-25 08:53:27.000,12345
502,NULL,+336##0630573,2015-09-12 19:29:38.000,2015-09-12 19:29:38.000,12345
3687,NULL,+336##0333334,2016-08-25 18:37:30.000,2016-08-25 18:37:30.000,12345
7625,NULL,+336##0472869,2013-03-22 01:56:58.000,2013-03-22 01:56:58.000,12345
2851,NULL,+336##0735786,2015-04-05 02:01:28.000,2015-04-05 02:01:28.000,12345
2241,NULL,+336##0119263,2013-10-25 13:58:23.000,2013-10-25 13:58:23.000,12345
3353,NULL,+336##0460997,2018-03-01 05:05:49.000,2018-03-01 05:05:49.000,12345
10032,NULL,+336##0671571,2010-03-12 19:56:02.000,2010-03-12 19:56:02.000,12345
3456,NULL,+336##0393175,2011-01-04 23:51:39.000,2011-01-04 23:51:39.000,12345
1244,NULL,+336##0431114,2018-01-08 22:55:56.000,2018-01-08 22:55:56.000,12345
8611,NULL,+336##0660047,2002-09-08 20:35:46.000,2002-09-08 20:35:46.000,12345
5419,NULL,+336##0334448,2021-09-24 22:27:06.000,2021-09-24 22:27:06.000,12345
1016,NULL,+336##0219189,2004-03-09 22:34:43.000,2004-03-09 22:34:43.000,12345
9220,NULL,+336##0994772,1999-01-08 05:17:23.000,1999-01-08 05:17:23.000,12345
4027,NULL,+336##0928209,2011-06-27 06:42:51.000,2011-06-27 06:42:51.000,12345
10325,NULL,+336##0827116,2003-07-21 02:21:07.000,2003-07-21 02:21:07.000,12345
5088,NULL,+336##0324385,2011-10-03 21:02:50.000,2011-10-03 21:02:50.000,12345
7965,NULL,+336##0525600,2001-03-19 13:40:35.000,2001-03-19 13:40:35.000,12345
5903,NULL,+336##0886125,2003-09-08 08:25:56.000,2003-09-08 08:25:56.000,12345
2828,NULL,+336##0047131,2021-03-11 02:31:16.000,2021-03-11 02:31:16.000,12345
5306,NULL,+336##0472423,1999-09-25 10:27:39.000,1999-09-25 10:27:39.000,12345
956,NULL,+336##0539448,2006-11-15 12:58:35.000,2006-11-15 12:58:35.000,12345
133,NULL,+336##0141174,2009-07-02 02:41:59.000,2009-07-02 02:41:59.000,12345
2294,NULL,+336##0699727,2017-06-05 12:12:46.000,2017-06-05 12:12:46.000,12345
3587,NULL,+336##0034363,2017-01-25 19:03:59.000,2017-01-25 19:03:59.000,12345
7997,NULL,+336##0435757,2011-06-22 08:15:45.000,2011-06-22 08:15:45.000,12345
5315,NULL,+336##0926554,2017-09-11 10:34:10.000,2017-09-11 10:34:10.000,12345
5560,NULL,+336##0341980,2015-07-20 23:12:17.000,2015-07-20 23:12:17.000,12345
9243,NULL,+336##0251809,2010-02-27 11:05:36.000,2010-02-27 11:05:36.000,12345
1157,NULL,+336##0402057,2010-02-21 22:58:59.000,2010-02-21 22:58:59.000,12345
4537,NULL,+336##0120005,2020-06-16 21:50:14.000,2020-06-16 21:50:14.000,12345
3016,NULL,+336##0779202,2013-05-14 04:25:50.000,2013-05-14 04:25:50.000,12345
6130,NULL,+336##0764439,2003-10-14 07:08:33.000,2003-10-14 07:08:33.000,12345
457,NULL,+336##0862917,2015-05-10 09:10:47.000,2015-05-10 09:10:47.000,12345
3990,NULL,+336##0747458,2012-05-05 16:37:07.000,2012-05-05 16:37:07.000,12345
2954,NULL,+336##0920036,1998-11-08 06:53:15.000,1998-11-08 06:53:15.000,12345
1255,NULL,+336##0012504,2010-08-21 17:12:38.000,2010-08-21 17:12:38.000,12345
3055,NULL,+336##0030992,2018-03-16 01:43:24.000,2018-03-16 01:43:24.000,12345
3972,NULL,+336##0767689,2012-08-10 05:11:37.000,2012-08-10 05:11:37.000,12345
6884,NULL,+336##0847523,2008-05-04 22:22:14.000,2008-05-04 22:22:14.000,12345
6626,NULL,+336##0063018,2007-05-12 07:15:03.000,2007-05-12 07:15:03.000,12345
2277,NULL,+336##0517714,2021-09-15 21:45:13.000,2021-09-15 21:45:13.000,12345
2744,NULL,+336##0299703,1998-03-10 13:55:47.000,1998-03-10 13:55:47.000,12345
10458,NULL,+336##0291213,2009-01-04 11:01:22.000,2009-01-04 11:01:22.000,12345
5320,NULL,+336##0570599,2007-10-04 09:39:36.000,2007-10-04 09:39:36.000,12345
665,NULL,+336##0378112,2008-07-05 16:54:28.000,2008-07-05 16:54:28.000,12345
