;ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
17;1254306;Name24306;FistName24306;1993-05-05;Ville23;Pays2;NS000024306;NULL;+336##0937497;87;NomVoie6924306;NULL;#7968;Ville20;Pays2;2009-01-20-04-20-05;2009-01-20-04-20-05
18;1245616;Name15616;FistName15616;1996-03-10;Ville19;Pays2;NS000015616;NULL;+336##0855442;75;NomVoie3915616;NULL;#8203;Ville12;Pays1;2008-07-09-23-48-26;2008-07-09-23-48-26
19;1254246;Name24246;FistName24246;1954-07-18;Ville15;Pays2;NS000024246;NULL;+336##0991199;43;NomVoie6924246;NULL;#7125;Ville12;Pays2;1999-01-19-09-55-48;1999-01-19-09-55-48
20;1253159;Name23159;FistName23159;2014-01-19;Ville17;Pays3;NS000023159;NULL;+336##0845064;72;NomVoie6323159;NULL;#4635;Ville3;Pays1;2004-11-10-17-10-30;2004-11-10-17-10-30
21;1273893;Name43893;FistName43893;2010-06-10;Ville10;Pays4;NS000043893;NULL;+336##0781028;25;NomVoie3243893;NULL;#6710;Ville21;Pays2;2004-11-21-10-53-35;2004-11-21-10-53-35
22;1255413;Name25413;FistName25413;1997-10-17;Ville4;Pays2;NS000025413;NULL;+336##0711211;87;NomVoie8425413;NULL;#0705;Ville12;Pays2;2019-07-26-09-21-44;2019-07-26-09-21-44
23;1276553;Name46553;FistName46553;1945-01-07;Ville3;Pays2;NS000046553;NULL;+336##0316257;30;NomVoie5246553;NULL;#6892;Ville2;Pays2;1998-10-24-13-14-16;1998-10-24-13-14-16
24;1236715;Name6715;FistName6715;2006-10-03;Ville8;Pays2;NS000006715;NULL;+336##0270014;93;NomVoie286715;NULL;#7130;Ville4;Pays3;2002-10-13-20-29-59;2002-10-13-20-29-59
25;1266206;Name36206;FistName36206;1994-10-06;Ville5;Pays5;NS000036206;NULL;+336##0161864;73;NomVoie336206;NULL;#1666;Ville18;Pays2;2002-04-04-02-45-24;2002-04-04-02-45-24
26;1279928;Name49928;FistName49928;1951-11-21;Ville20;Pays1;NS000049928;NULL;+336##0418370;93;NomVoie749928;NULL;#1975;Ville1;Pays3;1997-06-27-16-05-37;1997-06-27-16-05-37
27;1242673;Name12673;FistName12673;1939-04-14;Ville13;Pays2;NS000012673;NULL;+336##0125033;5;NomVoie2112673;NULL;#9592;Ville25;Pays3;1997-02-13-14-34-17;1997-02-13-14-34-17
28;1274939;Name44939;FistName44939;1961-05-09;Ville10;Pays1;NS000044939;NULL;+336##0831364;67;NomVoie7244939;NULL;#3205;Ville17;Pays1;2011-02-24-12-07-21;2011-02-24-12-07-21
29;1272718;Name42718;FistName42718;1941-07-02;Ville23;Pays2;NS000042718;NULL;+336##0364482;29;NomVoie5342718;NULL;#5437;Ville14;Pays2;2019-05-27-02-55-54;2019-05-27-02-55-54
30;1279247;Name49247;FistName49247;1932-01-17;Ville15;Pays2;NS000049247;NULL;+336##0074823;57;NomVoie1649247;NULL;#6084;Ville6;Pays2;2011-01-24-09-09-35;2011-01-24-09-09-35
31;1248722;Name18722;FistName18722;2009-03-03;Ville17;Pays1;NS000018722;NULL;+336##0935509;6;NomVoie2218722;NULL;#6148;Ville2;Pays2;2019-08-03-01-39-13;2019-08-03-01-39-13
32;1262631;Name32631;FistName32631;2008-01-10;Ville14;Pays1;NS000032631;NULL;+336##0588871;70;NomVoie8432631;NULL;#1745;Ville6;Pays3;2002-09-06-06-52-44;2002-09-06-06-52-44
33;1238130;Name8130;FistName8130;1969-03-02;Ville18;Pays1;NS000008130;NULL;+336##0821917;91;NomVoie608130;NULL;#3252;Ville8;Pays2;2009-07-18-21-12-16;2009-07-18-21-12-16
34;1274234;Name44234;FistName44234;1957-05-07;Ville4;Pays2;NS000044234;NULL;+336##0977144;12;NomVoie044234;NULL;#4280;Ville20;Pays1;2017-03-23-18-36-29;2017-03-23-18-36-29
35;1273019;Name43019;FistName43019;1951-04-13;Ville1;Pays2;NS000043019;NULL;+336##0517979;56;NomVoie243019;NULL;#0647;Ville1;Pays5;2005-06-04-05-32-20;2005-06-04-05-32-20
36;1238872;Name8872;FistName8872;1951-04-14;Ville6;Pays3;NS000008872;NULL;+336##0508986;60;NomVoie328872;NULL;#3668;Ville20;Pays1;2004-05-21-08-45-35;2004-05-21-08-45-35
37;1256101;Name26101;FistName26101;1978-10-17;Ville3;Pays1;NS000026101;NULL;+336##0379152;91;NomVoie6826101;NULL;#6705;Ville6;Pays1;2019-08-01-06-19-46;2019-08-01-06-19-46
38;1254315;Name24315;FistName24315;1957-03-04;Ville21;Pays3;NS000024315;NULL;+336##0896653;64;NomVoie5324315;NULL;#1108;Ville13;Pays1;1999-07-22-12-40-55;1999-07-22-12-40-55
39;1270134;Name40134;FistName40134;1988-03-19;Ville23;Pays2;NS000040134;NULL;+336##0469283;61;NomVoie3540134;NULL;#3943;Ville4;Pays2;2012-04-22-10-42-09;2012-04-22-10-42-09
40;1248687;Name18687;FistName18687;1995-01-25;Ville22;Pays3;NS000018687;NULL;+336##0066680;68;NomVoie9318687;NULL;#3008;Ville23;Pays1;2001-02-03-03-33-45;2001-02-03-03-33-45
41;1247062;Name17062;FistName17062;1986-03-22;Ville7;Pays2;NS000017062;NULL;+336##0732783;93;NomVoie7017062;NULL;#7643;Ville13;Pays2;2005-09-17-22-44-55;2005-09-17-22-44-55
42;1263017;Name33017;FistName33017;1945-05-15;Ville16;Pays1;NS000033017;NULL;+336##0943225;74;NomVoie7733017;NULL;#4461;Ville17;Pays2;2020-04-01-20-29-47;2020-04-01-20-29-47
43;1261702;Name31702;FistName31702;1986-05-26;Ville3;Pays3;NS000031702;NULL;+336##0924006;67;NomVoie5031702;NULL;#2193;Ville19;Pays1;2015-04-12-05-05-42;2015-04-12-05-05-42
44;1235394;Name5394;FistName5394;1950-06-26;Ville14;Pays3;NS000005394;NULL;+336##0905293;13;NomVoie145394;NULL;#9770;Ville20;Pays2;2003-06-18-06-15-53;2003-06-18-06-15-53
45;1237734;Name7734;FistName7734;1994-05-08;Ville9;Pays4;NS000007734;NULL;+336##0204604;22;NomVoie497734;NULL;#5359;Ville17;Pays1;2000-01-22-19-50-32;2000-01-22-19-50-32
46;1260593;Name30593;FistName30593;1948-10-03;Ville5;Pays2;NS000030593;NULL;+336##0135322;61;NomVoie4730593;NULL;#6893;Ville5;Pays2;1998-02-09-07-36-12;1998-02-09-07-36-12
47;1275698;Name45698;FistName45698;1941-05-24;Ville14;Pays1;NS000045698;NULL;+336##0124215;64;NomVoie9945698;NULL;#7140;Ville20;Pays1;2005-10-19-02-08-39;2005-10-19-02-08-39
48;1238062;Name8062;FistName8062;2010-04-24;Ville14;Pays3;NS000008062;NULL;+336##0962687;97;NomVoie528062;NULL;#8501;Ville4;Pays2;2014-08-09-22-32-25;2014-08-09-22-32-25
49;1279086;Name49086;FistName49086;1954-03-18;Ville25;Pays3;NS000049086;NULL;+336##0928764;59;NomVoie5849086;NULL;#8468;Ville15;Pays1;2019-09-02-02-16-24;2019-09-02-02-16-24
50;1241056;Name11056;FistName11056;1954-05-10;Ville22;Pays2;NS000011056;NULL;+336##0814533;81;NomVoie511056;NULL;#1096;Ville20;Pays4;2017-09-24-07-26-11;2017-09-24-07-26-11
51;1278872;Name48872;FistName48872;2004-06-03;Ville3;Pays1;NS000048872;NULL;+336##0072926;71;NomVoie1148872;NULL;#6578;Ville24;Pays2;1997-03-05-16-08-30;1997-03-05-16-08-30
52;1253668;Name23668;FistName23668;1980-03-23;Ville22;Pays1;NS000023668;NULL;+336##0958111;54;NomVoie2123668;NULL;#1072;Ville4;Pays3;2005-01-01-15-01-26;2005-01-01-15-01-26
53;1244616;Name14616;FistName14616;1996-07-12;Ville11;Pays2;NS000014616;NULL;+336##0174996;10;NomVoie3714616;NULL;#3782;Ville10;Pays1;2022-11-04-10-54-25;2022-11-04-10-54-25
54;1269245;Name39245;FistName39245;1969-03-24;Ville11;Pays2;NS000039245;NULL;+336##0704678;31;NomVoie339245;NULL;#7313;Ville11;Pays2;2019-10-25-18-39-11;2019-10-25-18-39-11
55;1276046;Name46046;FistName46046;1980-05-07;Ville23;Pays4;NS000046046;NULL;+336##0051609;52;NomVoie9446046;NULL;#6816;Ville24;Pays1;1998-08-03-10-13-49;1998-08-03-10-13-49
56;1259885;Name29885;FistName29885;1991-03-26;Ville3;Pays3;NS000029885;NULL;+336##0083194;17;NomVoie4529885;NULL;#0407;Ville10;Pays1;2004-11-14-22-26-48;2004-11-14-22-26-48
57;1233412;Name3412;FistName3412;1994-08-07;Ville10;Pays1;NS000003412;NULL;+336##0648546;13;NomVoie233412;NULL;#8734;Ville22;Pays2;2015-03-01-10-59-01;2015-03-01-10-59-01
58;1252570;Name22570;FistName22570;1997-04-02;Ville1;Pays3;NS000022570;NULL;+336##0696978;12;NomVoie5822570;NULL;#2498;Ville18;Pays2;2007-08-08-01-19-46;2007-08-08-01-19-46
59;1266994;Name36994;FistName36994;1975-10-16;Ville2;Pays1;NS000036994;NULL;+336##0251936;0;NomVoie4136994;NULL;#4282;Ville15;Pays2;2022-10-07-17-44-53;2022-10-07-17-44-53
60;1232672;Name2672;FistName2672;1988-01-18;Ville25;Pays2;NS000002672;NULL;+336##0471377;14;NomVoie942672;NULL;#3299;Ville10;Pays1;2015-02-12-11-56-01;2015-02-12-11-56-01
61;1262723;Name32723;FistName32723;1933-07-17;Ville22;Pays4;NS000032723;NULL;+336##0899771;18;NomVoie5632723;NULL;#6189;Ville4;Pays2;2004-06-02-14-06-14;2004-06-02-14-06-14
62;1244854;Name14854;FistName14854;1992-08-07;Ville18;Pays1;NS000014854;NULL;+336##0432400;42;NomVoie7114854;NULL;#5268;Ville2;Pays1;2000-03-26-01-25-46;2000-03-26-01-25-46
63;1278190;Name48190;FistName48190;1982-07-24;Ville22;Pays2;NS000048190;NULL;+336##0518422;49;NomVoie9448190;NULL;#8038;Ville7;Pays1;2010-03-15-01-35-02;2010-03-15-01-35-02
64;1266508;Name36508;FistName36508;1989-06-25;Ville10;Pays1;NS000036508;NULL;+336##0445515;33;NomVoie3536508;NULL;#7973;Ville1;Pays2;2003-07-25-16-39-46;2003-07-25-16-39-46
65;1265899;Name35899;FistName35899;1982-04-11;Ville18;Pays1;NS000035899;NULL;+336##0672827;50;NomVoie2835899;NULL;#4132;Ville19;Pays1;1998-04-13-23-39-47;1998-04-13-23-39-47
66;1256017;Name26017;FistName26017;1939-11-22;Ville7;Pays2;NS000026017;NULL;+336##0830239;14;NomVoie3726017;NULL;#3057;Ville18;Pays3;2002-01-18-17-15-13;2002-01-18-17-15-13
67;1256972;Name26972;FistName26972;1943-06-11;Ville8;Pays2;NS000026972;NULL;+336##0483513;25;NomVoie3826972;NULL;#7439;Ville1;Pays1;1999-10-22-19-34-07;1999-10-22-19-34-07
68;1262982;Name32982;FistName32982;1956-05-08;Ville12;Pays2;NS000032982;NULL;+336##0490477;90;NomVoie6832982;NULL;#1558;Ville11;Pays1;2004-04-03-05-45-04;2004-04-03-05-45-04
69;1248343;Name18343;FistName18343;1994-11-08;Ville10;Pays3;NS000018343;NULL;+336##0574781;64;NomVoie4018343;NULL;#9609;Ville9;Pays1;2009-05-19-23-58-35;2009-05-19-23-58-35
70;1241690;Name11690;FistName11690;1962-10-12;Ville7;Pays1;NS000011690;NULL;+336##0168446;5;NomVoie6611690;NULL;#9436;Ville21;Pays1;2001-02-12-05-52-46;2001-02-12-05-52-46
71;1269945;Name39945;FistName39945;1967-01-02;Ville8;Pays2;NS000039945;NULL;+336##0793462;61;NomVoie7239945;NULL;#4203;Ville6;Pays2;1999-01-01-11-21-07;1999-01-01-11-21-07
72;1236564;Name6564;FistName6564;2016-10-14;Ville9;Pays2;NS000006564;NULL;+336##0925097;76;NomVoie706564;NULL;#3681;Ville16;Pays2;2009-10-24-09-05-57;2009-10-24-09-05-57
73;1232502;Name2502;FistName2502;1942-04-23;Ville20;Pays3;NS000002502;NULL;+336##0236022;31;NomVoie242502;NULL;#8523;Ville9;Pays1;2017-04-07-04-38-12;2017-04-07-04-38-12
74;1235124;Name5124;FistName5124;1941-06-18;Ville19;Pays1;NS000005124;NULL;+336##0205533;23;NomVoie975124;NULL;#5000;Ville7;Pays3;2000-04-23-18-37-18;2000-04-23-18-37-18
75;1245397;Name15397;FistName15397;1953-08-06;Ville8;Pays3;NS000015397;NULL;+336##0238913;30;NomVoie8615397;NULL;#1931;Ville7;Pays2;2023-05-21-18-55-23;2023-05-21-18-55-23
76;1234685;Name4685;FistName4685;2005-07-17;Ville8;Pays1;NS000004685;NULL;+336##0713424;95;NomVoie444685;NULL;#3313;Ville1;Pays1;2012-09-16-14-54-01;2012-09-16-14-54-01
77;1255709;Name25709;FistName25709;2012-07-19;Ville8;Pays1;NS000025709;NULL;+336##0957165;74;NomVoie1925709;NULL;#5036;Ville11;Pays1;2022-04-09-08-41-11;2022-04-09-08-41-11
78;1232350;Name2350;FistName2350;1968-09-01;Ville9;Pays3;NS000002350;NULL;+336##0995398;57;NomVoie212350;NULL;#6369;Ville3;Pays2;2021-10-08-20-28-23;2021-10-08-20-28-23
79;1240872;Name10872;FistName10872;1985-03-20;Ville14;Pays2;NS000010872;NULL;+336##0928885;1;NomVoie2910872;NULL;#6682;Ville18;Pays1;2023-03-02-08-55-05;2023-03-02-08-55-05
80;1255540;Name25540;FistName25540;2004-11-15;Ville21;Pays1;NS000025540;NULL;+336##0388301;62;NomVoie8325540;NULL;#7623;Ville25;Pays1;2012-02-03-06-42-13;2012-02-03-06-42-13
81;1262668;Name32668;FistName32668;1945-02-05;Ville23;Pays1;NS000032668;NULL;+336##0506766;29;NomVoie8732668;NULL;#9598;Ville23;Pays5;2019-02-25-06-04-37;2019-02-25-06-04-37
82;1250023;Name20023;FistName20023;1960-07-16;Ville23;Pays1;NS000020023;NULL;+336##0049135;37;NomVoie4020023;NULL;#1644;Ville10;Pays2;1998-11-06-10-06-24;1998-11-06-10-06-24
83;1238629;Name8629;FistName8629;1954-01-09;Ville19;Pays1;NS000008629;NULL;+336##0604516;70;NomVoie678629;NULL;#2813;Ville23;Pays2;2017-10-01-07-34-57;2017-10-01-07-34-57
84;1252814;Name22814;FistName22814;1982-09-17;Ville18;Pays1;NS000022814;NULL;+336##0882804;33;NomVoie1822814;NULL;#1025;Ville5;Pays2;2001-10-04-01-01-34;2001-10-04-01-01-34
85;1273434;Name43434;FistName43434;2014-11-02;Ville6;Pays3;NS000043434;NULL;+336##0606713;12;NomVoie4043434;NULL;#4035;Ville1;Pays2;2007-05-06-23-41-16;2007-05-06-23-41-16
86;1264040;Name34040;FistName34040;1976-04-25;Ville14;Pays1;NS000034040;NULL;+336##0318976;73;NomVoie934040;NULL;#0474;Ville18;Pays1;2012-05-05-19-44-58;2012-05-05-19-44-58
87;1235133;Name5133;FistName5133;2006-10-10;Ville14;Pays1;NS000005133;NULL;+336##0244273;9;NomVoie575133;NULL;#4450;Ville1;Pays2;2002-11-25-21-15-42;2002-11-25-21-15-42
88;1275921;Name45921;FistName45921;1968-11-07;Ville10;Pays2;NS000045921;NULL;+336##0391324;95;NomVoie6445921;NULL;#2637;Ville7;Pays2;2002-09-06-01-36-47;2002-09-06-01-36-47
89;1231354;Name1354;FistName1354;2013-07-11;Ville24;Pays1;NS000001354;NULL;+336##0306088;35;NomVoie331354;NULL;#1359;Ville1;Pays1;2012-04-19-05-02-33;2012-04-19-05-02-33
90;1250313;Name20313;FistName20313;2002-09-12;Ville18;Pays2;NS000020313;NULL;+336##0783840;55;NomVoie9820313;NULL;#8034;Ville16;Pays3;1997-02-04-15-38-50;1997-02-04-15-38-50
91;1249297;Name19297;FistName19297;2007-11-17;Ville15;Pays1;NS000019297;NULL;+336##0610856;33;NomVoie3719297;NULL;#6620;Ville5;Pays2;2016-05-15-07-36-05;2016-05-15-07-36-05
92;1241081;Name11081;FistName11081;1949-10-04;Ville5;Pays2;NS000011081;NULL;+336##0711454;62;NomVoie1511081;NULL;#8393;Ville3;Pays2;2002-02-17-20-40-22;2002-02-17-20-40-22
93;1236905;Name6905;FistName6905;2002-03-22;Ville6;Pays2;NS000006905;NULL;+336##0092613;34;NomVoie106905;NULL;#5969;Ville25;Pays4;2012-04-25-15-11-44;2012-04-25-15-11-44
94;1241042;Name11042;FistName11042;2015-10-10;Ville16;Pays3;NS000011042;NULL;+336##0992367;66;NomVoie911042;NULL;#0657;Ville7;Pays1;2021-07-24-14-05-40;2021-07-24-14-05-40
95;1268198;Name38198;FistName38198;1968-02-08;Ville1;Pays1;NS000038198;NULL;+336##0521710;19;NomVoie7438198;NULL;#9990;Ville23;Pays1;2012-02-15-15-59-04;2012-02-15-15-59-04
96;1275045;Name45045;FistName45045;1945-10-03;Ville24;Pays2;NS000045045;NULL;+336##0601345;17;NomVoie6345045;NULL;#8970;Ville11;Pays2;2012-04-16-21-32-30;2012-04-16-21-32-30
97;1250554;Name20554;FistName20554;1931-09-03;Ville22;Pays1;NS000020554;NULL;+336##0832928;74;NomVoie3320554;NULL;#4016;Ville1;Pays2;2000-10-12-16-15-05;2000-10-12-16-15-05
98;1254455;Name24455;FistName24455;1998-04-06;Ville8;Pays4;NS000024455;NULL;+336##0588138;43;NomVoie624455;NULL;#1261;Ville14;Pays4;2006-10-04-15-04-33;2006-10-04-15-04-33
99;1258277;Name28277;FistName28277;1974-07-02;Ville24;Pays1;NS000028277;NULL;+336##0371033;10;NomVoie2628277;NULL;#8135;Ville10;Pays2;2017-06-07-05-28-32;2017-06-07-05-28-32
100;1266217;Name36217;FistName36217;1978-06-03;Ville17;Pays3;NS000036217;NULL;+336##0231078;28;NomVoie6636217;NULL;#3936;Ville23;Pays2;2017-02-24-23-36-45;2017-02-24-23-36-45
101;1273004;Name43004;FistName43004;1970-01-15;Ville21;Pays1;NS000043004;NULL;+336##0108391;60;NomVoie7543004;NULL;#9844;Ville13;Pays2;1998-07-08-10-04-12;1998-07-08-10-04-12
102;1271849;Name41849;FistName41849;1987-08-27;Ville13;Pays1;NS000041849;NULL;+336##0800916;63;NomVoie6041849;NULL;#6073;Ville24;Pays2;1999-11-10-06-56-47;1999-11-10-06-56-47
103;1272134;Name42134;FistName42134;2008-09-16;Ville7;Pays2;NS000042134;NULL;+336##0199066;14;NomVoie5842134;NULL;#4463;Ville2;Pays1;2013-01-11-12-10-31;2013-01-11-12-10-31
104;1238759;Name8759;FistName8759;1988-08-20;Ville5;Pays1;NS000008759;NULL;+336##0249724;65;NomVoie998759;NULL;#1562;Ville10;Pays2;2009-04-17-05-22-47;2009-04-17-05-22-47
105;1253095;Name23095;FistName23095;1971-05-27;Ville22;Pays1;NS000023095;NULL;+336##0420176;67;NomVoie5723095;NULL;#6935;Ville16;Pays2;2007-04-19-23-30-57;2007-04-19-23-30-57
106;1230181;Name181;FistName181;1999-07-27;Ville24;Pays2;NS000000181;NULL;+336##0545305;43;NomVoie71181;NULL;#6994;Ville18;Pays1;1999-02-04-13-41-31;1999-02-04-13-41-31
107;1230200;Name200;FistName200;1935-10-21;Ville25;Pays1;NS000000200;NULL;+336##0326616;25;NomVoie30200;NULL;#4641;Ville10;Pays4;2007-03-25-02-41-08;2007-03-25-02-41-08
108;1259835;Name29835;FistName29835;1952-10-04;Ville17;Pays2;NS000029835;NULL;+336##0191167;97;NomVoie1329835;NULL;#9293;Ville16;Pays2;2017-04-18-10-33-28;2017-04-18-10-33-28
109;1240363;Name10363;FistName10363;1939-01-14;Ville3;Pays2;NS000010363;NULL;+336##0427440;29;NomVoie3110363;NULL;#4146;Ville19;Pays4;1997-11-01-01-36-46;1997-11-01-01-36-46
110;1268969;Name38969;FistName38969;2003-10-04;Ville8;Pays3;NS000038969;NULL;+336##0941971;9;NomVoie4438969;NULL;#2268;Ville21;Pays2;1998-08-08-22-12-43;1998-08-08-22-12-43
111;1242951;Name12951;FistName12951;2007-03-01;Ville2;Pays2;NS000012951;NULL;+336##0774126;83;NomVoie112951;NULL;#0502;Ville12;Pays2;2007-08-19-10-30-40;2007-08-19-10-30-40
112;1252851;Name22851;FistName22851;1943-11-24;Ville22;Pays2;NS000022851;NULL;+336##0951073;67;NomVoie7322851;NULL;#4623;Ville6;Pays1;2017-09-09-12-18-17;2017-09-09-12-18-17
113;1261459;Name31459;FistName31459;1983-07-07;Ville1;Pays2;NS000031459;NULL;+336##0707936;95;NomVoie531459;NULL;#3505;Ville2;Pays4;2013-07-04-03-56-42;2013-07-04-03-56-42
114;1243249;Name13249;FistName13249;1971-03-03;Ville8;Pays3;NS000013249;NULL;+336##0987429;61;NomVoie8113249;NULL;#3788;Ville12;Pays4;1997-10-22-12-37-14;1997-10-22-12-37-14
115;1271500;Name41500;FistName41500;1940-07-06;Ville9;Pays2;NS000041500;NULL;+336##0101133;81;NomVoie141500;NULL;#4241;Ville17;Pays4;1998-02-15-01-28-50;1998-02-15-01-28-50
116;1258801;Name28801;FistName28801;1965-02-14;Ville2;Pays3;NS000028801;NULL;+336##0462675;9;NomVoie028801;NULL;#2598;Ville4;Pays2;2018-08-20-12-36-56;2018-08-20-12-36-56
117;1231677;Name1677;FistName1677;1987-06-17;Ville13;Pays1;NS000001677;NULL;+336##0627947;37;NomVoie221677;NULL;#4228;Ville4;Pays3;2005-08-10-19-44-39;2005-08-10-19-44-39
118;1255959;Name25959;FistName25959;1969-04-02;Ville25;Pays2;NS000025959;NULL;+336##0642209;5;NomVoie8325959;NULL;#8250;Ville18;Pays2;1999-11-10-10-22-54;1999-11-10-10-22-54
119;1278785;Name48785;FistName48785;1997-07-25;Ville10;Pays3;NS000048785;NULL;+336##0302988;52;NomVoie6548785;NULL;#7924;Ville23;Pays3;2021-06-01-19-41-40;2021-06-01-19-41-40
120;1246554;Name16554;FistName16554;1962-05-20;Ville14;Pays1;NS000016554;NULL;+336##0704532;84;NomVoie4516554;NULL;#4996;Ville9;Pays1;2018-02-14-22-23-31;2018-02-14-22-23-31
121;1232484;Name2484;FistName2484;1988-06-12;Ville24;Pays1;NS000002484;NULL;+336##0997554;26;NomVoie82484;NULL;#2563;Ville19;Pays2;2011-09-23-09-04-54;2011-09-23-09-04-54
122;1241595;Name11595;FistName11595;1940-03-24;Ville22;Pays3;NS000011595;NULL;+336##0936993;17;NomVoie8211595;NULL;#7372;Ville14;Pays5;2004-10-21-16-39-42;2004-10-21-16-39-42
123;1252422;Name22422;FistName22422;1981-10-20;Ville10;Pays3;NS000022422;NULL;+336##0779415;88;NomVoie8222422;NULL;#0444;Ville10;Pays2;2002-02-23-03-28-35;2002-02-23-03-28-35
124;1264325;Name34325;FistName34325;2002-01-19;Ville6;Pays3;NS000034325;NULL;+336##0213623;34;NomVoie9334325;NULL;#8117;Ville19;Pays3;1999-05-21-22-22-49;1999-05-21-22-22-49
125;1236170;Name6170;FistName6170;2015-05-24;Ville22;Pays2;NS000006170;NULL;+336##0234524;45;NomVoie536170;NULL;#7642;Ville14;Pays3;2008-11-06-09-49-15;2008-11-06-09-49-15
126;1256062;Name26062;FistName26062;1982-11-16;Ville1;Pays1;NS000026062;NULL;+336##0454753;70;NomVoie6326062;NULL;#3405;Ville21;Pays2;2011-06-02-23-39-42;2011-06-02-23-39-42
127;1273053;Name43053;FistName43053;2009-03-25;Ville13;Pays2;NS000043053;NULL;+336##0985346;1;NomVoie6843053;NULL;#5270;Ville11;Pays1;2003-11-12-09-51-44;2003-11-12-09-51-44
128;1240150;Name10150;FistName10150;1952-09-18;Ville11;Pays1;NS000010150;NULL;+336##0602273;55;NomVoie4110150;NULL;#2691;Ville24;Pays2;2000-03-26-16-09-21;2000-03-26-16-09-21
