;ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
15;1269500;Name39500;FistName39500;2017-11-02;Ville4;Pays3;NS000039500;NULL;+336##0022399;77;NomVoie7539500;NULL;#1752;Ville14;Pays2;2011-06-24-01-59-53;2011-06-24-01-59-53
16;1270075;Name40075;FistName40075;1968-09-25;Ville1;Pays4;NS000040075;NULL;+336##0608461;17;NomVoie1640075;NULL;#5853;Ville15;Pays1;1999-09-16-14-48-38;1999-09-16-14-48-38
17;1256407;Name26407;FistName26407;1975-07-23;Ville13;Pays2;NS000026407;NULL;+336##0210832;29;NomVoie526407;NULL;#8930;Ville24;Pays2;2020-09-26-14-56-16;2020-09-26-14-56-16
18;1272781;Name42781;FistName42781;1952-10-10;Ville21;Pays2;NS000042781;NULL;+336##0315048;74;NomVoie1742781;NULL;#1321;Ville8;Pays3;2014-11-03-17-59-44;2014-11-03-17-59-44
19;1255473;Name25473;FistName25473;1933-10-19;Ville23;Pays1;NS000025473;NULL;+336##0918481;71;NomVoie8825473;NULL;#0111;Ville6;Pays2;2013-05-19-01-27-13;2013-05-19-01-27-13
20;1252348;Name22348;FistName22348;1959-07-21;Ville20;Pays1;NS000022348;NULL;+336##0386585;76;NomVoie5222348;NULL;#2933;Ville24;Pays3;2011-07-19-16-22-22;2011-07-19-16-22-22
21;1244703;Name14703;FistName14703;1976-05-15;Ville19;Pays2;NS000014703;NULL;+336##0119596;93;NomVoie2814703;NULL;#4098;Ville25;Pays1;2016-06-01-04-21-13;2016-06-01-04-21-13
22;1254634;Name24634;FistName24634;1949-04-22;Ville11;Pays1;NS000024634;NULL;+336##0310199;10;NomVoie2324634;NULL;#3301;Ville22;Pays2;2022-02-22-01-49-44;2022-02-22-01-49-44
23;1267763;Name37763;FistName37763;1969-09-26;Ville4;Pays1;NS000037763;NULL;+336##0064373;40;NomVoie7637763;NULL;#0388;Ville7;Pays1;2010-08-14-05-44-54;2010-08-14-05-44-54
24;1266558;Name36558;FistName36558;1937-07-19;Ville15;Pays3;NS000036558;NULL;+336##0343048;98;NomVoie2836558;NULL;#9365;Ville19;Pays1;2023-06-11-23-33-43;2023-06-11-23-33-43
25;1255730;Name25730;FistName25730;1998-02-17;Ville5;Pays3;NS000025730;NULL;+336##0601977;9;NomVoie3425730;NULL;#4151;Ville10;Pays1;2020-02-02-22-26-18;2020-02-02-22-26-18
26;1264247;Name34247;FistName34247;1954-02-27;Ville6;Pays3;NS000034247;NULL;+336##0830046;41;NomVoie5134247;NULL;#4328;Ville23;Pays2;2006-05-08-04-08-46;2006-05-08-04-08-46
27;1279081;Name49081;FistName49081;2008-08-06;Ville1;Pays2;NS000049081;NULL;+336##0354576;84;NomVoie6949081;NULL;#0933;Ville4;Pays4;2006-01-10-16-10-50;2006-01-10-16-10-50
28;1266715;Name36715;FistName36715;1998-05-17;Ville25;Pays2;NS000036715;NULL;+336##0104496;49;NomVoie7636715;NULL;#4962;Ville4;Pays2;2013-01-21-15-08-46;2013-01-21-15-08-46
29;1248308;Name18308;FistName18308;1934-03-19;Ville1;Pays1;NS000018308;NULL;+336##0510166;91;NomVoie218308;NULL;#0190;Ville9;Pays3;2001-04-26-04-20-02;2001-04-26-04-20-02
30;1256300;Name26300;FistName26300;2006-02-23;Ville2;Pays3;NS000026300;NULL;+336##0780282;51;NomVoie9526300;NULL;#6785;Ville5;Pays2;2019-08-22-11-18-26;2019-08-22-11-18-26
31;1260374;Name30374;FistName30374;2005-07-26;Ville23;Pays2;NS000030374;NULL;+336##0789965;12;NomVoie7530374;NULL;#4943;Ville6;Pays1;2002-06-07-05-17-28;2002-06-07-05-17-28
32;1242745;Name12745;FistName12745;1984-02-25;Ville11;Pays2;NS000012745;NULL;+336##0691435;79;NomVoie8512745;NULL;#4148;Ville18;Pays1;2016-05-25-13-27-05;2016-05-25-13-27-05
33;1255399;Name25399;FistName25399;2014-07-10;Ville13;Pays2;NS000025399;NULL;+336##0884273;21;NomVoie8225399;NULL;#2726;Ville11;Pays2;2011-06-04-01-13-35;2011-06-04-01-13-35
34;1267747;Name37747;FistName37747;1985-05-05;Ville15;Pays1;NS000037747;NULL;+336##0362341;20;NomVoie2137747;NULL;#8972;Ville9;Pays1;2017-10-03-19-50-54;2017-10-03-19-50-54
35;1273726;Name43726;FistName43726;1989-05-14;Ville17;Pays2;NS000043726;NULL;+336##0469376;82;NomVoie9743726;NULL;#7547;Ville7;Pays1;2015-01-16-19-52-58;2015-01-16-19-52-58
36;1259596;Name29596;FistName29596;1934-10-15;Ville4;Pays1;NS000029596;NULL;+336##0777160;63;NomVoie5629596;NULL;#1555;Ville24;Pays1;1997-11-01-03-23-37;1997-11-01-03-23-37
37;1239613;Name9613;FistName9613;1970-02-22;Ville10;Pays1;NS000009613;NULL;+336##0864112;19;NomVoie419613;NULL;#1734;Ville25;Pays2;2010-04-05-03-43-49;2010-04-05-03-43-49
38;1279281;Name49281;FistName49281;1946-08-06;Ville24;Pays2;NS000049281;NULL;+336##0777584;9;NomVoie7649281;NULL;#9850;Ville17;Pays3;2018-05-13-17-13-03;2018-05-13-17-13-03
39;1240835;Name10835;FistName10835;1990-08-02;Ville19;Pays1;NS000010835;NULL;+336##0179555;45;NomVoie6710835;NULL;#2166;Ville10;Pays1;2014-08-07-22-23-09;2014-08-07-22-23-09
40;1274778;Name44778;FistName44778;1973-07-05;Ville6;Pays1;NS000044778;NULL;+336##0427929;86;NomVoie4344778;NULL;#5167;Ville11;Pays2;2021-06-10-01-17-26;2021-06-10-01-17-26
41;1275184;Name45184;FistName45184;2012-08-22;Ville19;Pays1;NS000045184;NULL;+336##0374924;32;NomVoie7245184;NULL;#5935;Ville14;Pays2;2020-11-13-10-10-37;2020-11-13-10-10-37
42;1253764;Name23764;FistName23764;1940-08-15;Ville9;Pays2;NS000023764;NULL;+336##0190589;54;NomVoie6023764;NULL;#4276;Ville1;Pays1;2019-08-04-23-46-47;2019-08-04-23-46-47
43;1249748;Name19748;FistName19748;2000-10-01;Ville16;Pays2;NS000019748;NULL;+336##0348847;27;NomVoie8419748;NULL;#8475;Ville21;Pays2;2018-07-24-01-07-56;2018-07-24-01-07-56
44;1263303;Name33303;FistName33303;1960-01-02;Ville2;Pays3;NS000033303;NULL;+336##0785962;49;NomVoie9933303;NULL;#4316;Ville4;Pays3;2012-07-07-23-33-37;2012-07-07-23-33-37
45;1276542;Name46542;FistName46542;1930-09-17;Ville8;Pays1;NS000046542;NULL;+336##0277569;95;NomVoie7146542;NULL;#1970;Ville11;Pays3;2004-09-18-03-21-24;2004-09-18-03-21-24
46;1239445;Name9445;FistName9445;1968-08-26;Ville18;Pays3;NS000009445;NULL;+336##0911740;93;NomVoie719445;NULL;#0691;Ville16;Pays4;2003-08-01-21-10-13;2003-08-01-21-10-13
47;1256592;Name26592;FistName26592;1962-11-01;Ville14;Pays1;NS000026592;NULL;+336##0418102;37;NomVoie226592;NULL;#3846;Ville16;Pays2;2013-09-15-17-37-35;2013-09-15-17-37-35
48;1264652;Name34652;FistName34652;1951-06-24;Ville18;Pays2;NS000034652;NULL;+336##0593516;84;NomVoie634652;NULL;#9660;Ville18;Pays2;2001-02-13-19-03-15;2001-02-13-19-03-15
49;1235227;Name5227;FistName5227;1991-07-15;Ville22;Pays5;NS000005227;NULL;+336##0030600;87;NomVoie735227;NULL;#6931;Ville17;Pays3;2001-01-15-08-12-27;2001-01-15-08-12-27
50;1260694;Name30694;FistName30694;1962-01-25;Ville22;Pays2;NS000030694;NULL;+336##0580631;86;NomVoie8530694;NULL;#8681;Ville3;Pays3;2018-03-01-19-41-15;2018-03-01-19-41-15
51;1241340;Name11340;FistName11340;1971-08-01;Ville9;Pays3;NS000011340;NULL;+336##0918476;38;NomVoie4711340;NULL;#3340;Ville10;Pays1;2022-02-20-16-26-17;2022-02-20-16-26-17
52;1267993;Name37993;FistName37993;1979-10-07;Ville22;Pays1;NS000037993;NULL;+336##0217129;93;NomVoie6337993;NULL;#5654;Ville21;Pays2;2008-02-15-09-01-44;2008-02-15-09-01-44
53;1247982;Name17982;FistName17982;1964-11-02;Ville23;Pays1;NS000017982;NULL;+336##0218260;66;NomVoie5917982;NULL;#4819;Ville8;Pays4;2006-10-06-19-51-46;2006-10-06-19-51-46
54;1261563;Name31563;FistName31563;2013-08-23;Ville25;Pays2;NS000031563;NULL;+336##0303437;10;NomVoie7331563;NULL;#1243;Ville19;Pays1;2014-02-05-10-47-17;2014-02-05-10-47-17
55;1274947;Name44947;FistName44947;1991-04-05;Ville16;Pays1;NS000044947;NULL;+336##0336051;46;NomVoie3244947;NULL;#6774;Ville14;Pays1;2020-06-03-11-33-26;2020-06-03-11-33-26
56;1258722;Name28722;FistName28722;1954-06-20;Ville1;Pays4;NS000028722;NULL;+336##0497612;29;NomVoie5028722;NULL;#1252;Ville5;Pays2;2000-07-16-23-13-51;2000-07-16-23-13-51
57;1272847;Name42847;FistName42847;1993-08-04;Ville5;Pays3;NS000042847;NULL;+336##0667845;49;NomVoie9742847;NULL;#6535;Ville22;Pays4;1999-06-18-17-20-50;1999-06-18-17-20-50
58;1254630;Name24630;FistName24630;1990-01-19;Ville13;Pays4;NS000024630;NULL;+336##0446674;30;NomVoie7624630;NULL;#0519;Ville2;Pays2;2010-06-25-03-44-11;2010-06-25-03-44-11
59;1252515;Name22515;FistName22515;1975-07-05;Ville15;Pays1;NS000022515;NULL;+336##0477214;71;NomVoie9522515;NULL;#5093;Ville24;Pays1;2005-05-01-05-06-27;2005-05-01-05-06-27
60;1269825;Name39825;FistName39825;1987-10-21;Ville7;Pays2;NS000039825;NULL;+336##0355346;1;NomVoie3339825;NULL;#9918;Ville17;Pays1;2020-07-12-03-50-08;2020-07-12-03-50-08
61;1278098;Name48098;FistName48098;1941-04-18;Ville15;Pays1;NS000048098;NULL;+336##0053510;61;NomVoie2748098;NULL;#2609;Ville9;Pays2;2005-05-17-17-01-11;2005-05-17-17-01-11
62;1259437;Name29437;FistName29437;2017-08-07;Ville25;Pays2;NS000029437;NULL;+336##0275246;30;NomVoie1129437;NULL;#8054;Ville5;Pays1;2023-07-27-21-22-42;2023-07-27-21-22-42
63;1269461;Name39461;FistName39461;1993-10-18;Ville12;Pays1;NS000039461;NULL;+336##0411516;21;NomVoie3339461;NULL;#0958;Ville15;Pays2;2022-05-17-07-45-53;2022-05-17-07-45-53
64;1242098;Name12098;FistName12098;1969-06-10;Ville14;Pays3;NS000012098;NULL;+336##0244757;90;NomVoie312098;NULL;#6281;Ville4;Pays4;2003-07-12-20-30-39;2003-07-12-20-30-39
65;1277733;Name47733;FistName47733;1978-04-01;Ville20;Pays1;NS000047733;NULL;+336##0137479;34;NomVoie8947733;NULL;#6445;Ville13;Pays1;2007-05-18-09-42-41;2007-05-18-09-42-41
66;1232449;Name2449;FistName2449;1977-09-03;Ville11;Pays2;NS000002449;NULL;+336##0820937;89;NomVoie732449;NULL;#0956;Ville17;Pays1;2009-07-16-21-09-45;2009-07-16-21-09-45
67;1260411;Name30411;FistName30411;2008-09-15;Ville20;Pays2;NS000030411;NULL;+336##0168060;43;NomVoie5430411;NULL;#5929;Ville3;Pays2;2022-06-17-16-02-09;2022-06-17-16-02-09
68;1265809;Name35809;FistName35809;1987-01-16;Ville8;Pays1;NS000035809;NULL;+336##0476709;14;NomVoie1135809;NULL;#6991;Ville25;Pays1;2022-10-03-13-13-18;2022-10-03-13-13-18
69;1244828;Name14828;FistName14828;1955-01-15;Ville21;Pays2;NS000014828;NULL;+336##0641786;66;NomVoie9714828;NULL;#5053;Ville11;Pays2;2012-05-24-05-04-43;2012-05-24-05-04-43
70;1277124;Name47124;FistName47124;2012-07-24;Ville17;Pays3;NS000047124;NULL;+336##0278086;72;NomVoie1847124;NULL;#1465;Ville17;Pays1;2015-11-01-20-13-35;2015-11-01-20-13-35
71;1251097;Name21097;FistName21097;2003-01-02;Ville20;Pays1;NS000021097;NULL;+336##0647882;24;NomVoie4721097;NULL;#2968;Ville10;Pays3;2009-06-05-23-13-09;2009-06-05-23-13-09
72;1239572;Name9572;FistName9572;1975-09-24;Ville24;Pays3;NS000009572;NULL;+336##0860235;52;NomVoie819572;NULL;#2563;Ville1;Pays1;2001-10-15-21-19-17;2001-10-15-21-19-17
73;1245424;Name15424;FistName15424;1949-01-15;Ville9;Pays2;NS000015424;NULL;+336##0047556;3;NomVoie715424;NULL;#1723;Ville2;Pays2;2022-02-09-13-15-44;2022-02-09-13-15-44
74;1262426;Name32426;FistName32426;1968-08-12;Ville16;Pays1;NS000032426;NULL;+336##0790605;52;NomVoie6332426;NULL;#9737;Ville25;Pays2;2005-04-14-04-22-49;2005-04-14-04-22-49
75;1240785;Name10785;FistName10785;1935-02-16;Ville19;Pays3;NS000010785;NULL;+336##0174484;63;NomVoie8410785;NULL;#4899;Ville3;Pays2;1998-06-04-21-22-10;1998-06-04-21-22-10
76;1273495;Name43495;FistName43495;1973-10-20;Ville18;Pays2;NS000043495;NULL;+336##0308404;50;NomVoie1643495;NULL;#3154;Ville22;Pays1;2022-05-16-23-45-36;2022-05-16-23-45-36
77;1273405;Name43405;FistName43405;1986-06-08;Ville11;Pays3;NULL;NULL;+336##0420049;21;NomVoie4743405;NULL;#8897;Ville7;Pays1;2018-05-27-19-44-51;2018-05-27-19-44-51
78;1265332;Name35332;FistName35332;1968-05-05;Ville4;Pays3;NS000035332;NULL;+336##0851211;34;NomVoie2635332;NULL;#9788;Ville11;Pays2;2009-01-24-01-01-26;2009-01-24-01-01-26
79;1264293;Name34293;FistName34293;1960-03-18;Ville10;Pays2;NS000034293;NULL;+336##0407339;80;NomVoie8534293;NULL;#5712;Ville25;Pays1;2013-10-01-13-47-24;2013-10-01-13-47-24
80;1270646;Name40646;FistName40646;1942-07-23;Ville3;Pays1;NS000040646;NULL;+336##0602864;28;NomVoie2640646;NULL;#6019;Ville9;Pays1;2004-01-14-13-43-13;2004-01-14-13-43-13
81;1254865;Name24865;FistName24865;1973-07-25;Ville9;Pays1;NS000024865;NULL;+336##0781988;90;NomVoie6224865;NULL;#1200;Ville20;Pays3;2003-08-27-05-39-01;2003-08-27-05-39-01
82;1272370;Name42370;FistName42370;1942-01-24;Ville11;Pays2;NS000042370;NULL;+336##0010440;78;NomVoie1042370;NULL;#6334;Ville22;Pays4;2009-09-16-02-12-51;2009-09-16-02-12-51
83;1253081;Name23081;FistName23081;2006-06-23;Ville15;Pays1;NS000023081;NULL;+336##0438201;72;NomVoie2023081;NULL;#2658;Ville3;Pays1;1998-11-07-05-02-30;1998-11-07-05-02-30
84;1243398;Name13398;FistName13398;1979-05-16;Ville21;Pays4;NS000013398;NULL;+336##0570852;61;NomVoie4113398;NULL;#7835;Ville1;Pays1;2015-10-12-23-03-46;2015-10-12-23-03-46
85;1243346;Name13346;FistName13346;1937-11-23;Ville9;Pays2;NS000013346;NULL;+336##0069133;60;NomVoie8913346;NULL;#5230;Ville11;Pays1;2020-04-20-01-32-26;2020-04-20-01-32-26
86;1276196;Name46196;FistName46196;2008-02-07;Ville10;Pays2;NS000046196;NULL;+336##0604574;65;NomVoie5046196;NULL;#6515;Ville7;Pays1;2017-02-08-07-04-52;2017-02-08-07-04-52
87;1263521;Name33521;FistName33521;2010-11-22;Ville2;Pays1;NS000033521;NULL;+336##0577155;12;NomVoie1133521;NULL;#6399;Ville25;Pays1;2011-06-20-15-38-46;2011-06-20-15-38-46
88;1260353;Name30353;FistName30353;1984-02-10;Ville1;Pays1;NS000030353;NULL;+336##0638873;74;NomVoie1330353;NULL;#4918;Ville25;Pays1;2003-01-09-02-10-49;2003-01-09-02-10-49
89;1272665;Name42665;FistName42665;1993-07-05;Ville22;Pays1;NS000042665;NULL;+336##0717769;93;NomVoie6942665;NULL;#2120;Ville11;Pays1;1998-02-23-02-55-18;1998-02-23-02-55-18
90;1275943;Name45943;FistName45943;2002-10-18;Ville19;Pays2;NS000045943;NULL;+336##0585848;22;NomVoie4345943;NULL;#4611;Ville4;Pays1;2001-09-06-10-48-54;2001-09-06-10-48-54
91;1262891;Name32891;FistName32891;1935-05-23;Ville6;Pays1;NS000032891;NULL;+336##0069282;29;NomVoie2432891;NULL;#8369;Ville7;Pays1;2014-05-25-17-31-13;2014-05-25-17-31-13
92;1274133;Name44133;FistName44133;2007-04-25;Ville18;Pays1;NS000044133;NULL;+336##0861719;10;NomVoie8544133;NULL;#2482;Ville7;Pays2;2011-06-05-15-27-54;2011-06-05-15-27-54
93;1262974;Name32974;FistName32974;2013-09-06;Ville6;Pays2;NS000032974;NULL;+336##0922967;11;NomVoie6232974;NULL;#5158;Ville1;Pays3;2017-11-03-07-41-58;2017-11-03-07-41-58
94;1239307;Name9307;FistName9307;1986-09-24;Ville11;Pays2;NS000009307;NULL;+336##0991537;50;NomVoie429307;NULL;#3169;Ville5;Pays1;2003-06-05-18-42-32;2003-06-05-18-42-32
95;1278560;Name48560;FistName48560;1938-11-19;Ville23;Pays3;NS000048560;NULL;+336##0792393;47;NomVoie448560;NULL;#8719;Ville11;Pays2;2020-11-01-05-03-19;2020-11-01-05-03-19
96;1261985;Name31985;FistName31985;2001-05-16;Ville4;Pays1;NS000031985;NULL;+336##0233012;21;NomVoie5731985;NULL;#7030;Ville16;Pays3;1999-11-17-07-47-56;1999-11-17-07-47-56
97;1275927;Name45927;FistName45927;1993-01-03;Ville1;Pays3;NS000045927;NULL;+336##0742865;86;NomVoie7045927;NULL;#5134;Ville13;Pays1;2022-08-22-16-55-49;2022-08-22-16-55-49
98;1250715;Name20715;FistName20715;1960-11-17;Ville22;Pays3;NS000020715;NULL;+336##0583906;61;NomVoie820715;NULL;#1881;Ville23;Pays2;2022-04-26-15-37-22;2022-04-26-15-37-22
99;1252286;Name22286;FistName22286;1950-04-05;Ville5;Pays2;NS000022286;NULL;+336##0009162;72;NomVoie3222286;NULL;#7818;Ville16;Pays2;2013-06-05-15-54-14;2013-06-05-15-54-14
100;1263083;Name33083;FistName33083;1983-08-23;Ville7;Pays2;NS000033083;NULL;+336##0465338;4;NomVoie2333083;NULL;#5889;Ville20;Pays4;2021-08-06-04-42-04;2021-08-06-04-42-04
101;1271331;Name41331;FistName41331;1948-07-25;Ville1;Pays1;NS000041331;NULL;+336##0269213;80;NomVoie3541331;NULL;#7662;Ville15;Pays1;2014-11-06-12-45-01;2014-11-06-12-45-01
102;1237040;Name7040;FistName7040;1956-10-18;Ville24;Pays2;NS000007040;NULL;+336##0966044;70;NomVoie447040;NULL;#7528;Ville16;Pays2;2006-09-09-17-30-36;2006-09-09-17-30-36
103;1244850;Name14850;FistName14850;1982-11-12;Ville7;Pays2;NS000014850;NULL;+336##0622761;53;NomVoie9014850;NULL;#4673;Ville4;Pays1;2015-09-25-19-42-32;2015-09-25-19-42-32
104;1261860;Name31860;FistName31860;1958-06-09;Ville9;Pays1;NS000031860;NULL;+336##0804833;55;NomVoie5631860;NULL;#3291;Ville11;Pays3;2021-04-13-06-58-52;2021-04-13-06-58-52
105;1245513;Name15513;FistName15513;1992-04-18;Ville23;Pays1;NS000015513;NULL;+336##0937367;6;NomVoie1315513;NULL;#3458;Ville16;Pays1;2022-07-03-09-21-08;2022-07-03-09-21-08
106;1267865;Name37865;FistName37865;1946-06-05;Ville21;Pays1;NS000037865;NULL;+336##0745609;71;NomVoie5237865;NULL;#9912;Ville3;Pays2;2006-09-15-02-55-47;2006-09-15-02-55-47
107;1272172;Name42172;FistName42172;1962-06-11;Ville22;Pays1;NS000042172;NULL;+336##0902540;13;NomVoie2742172;NULL;#6915;Ville2;Pays3;2001-05-17-09-51-35;2001-05-17-09-51-35
108;1272699;Name42699;FistName42699;1968-01-03;Ville15;Pays2;NS000042699;NULL;+336##0583939;58;NomVoie8242699;NULL;#2365;Ville10;Pays1;1998-05-15-05-42-20;1998-05-15-05-42-20
109;1262293;Name32293;FistName32293;1966-04-27;Ville18;Pays1;NS000032293;NULL;+336##0817171;44;NomVoie5932293;NULL;#4571;Ville1;Pays1;2001-02-09-16-55-24;2001-02-09-16-55-24
110;1244110;Name14110;FistName14110;2005-03-18;Ville2;Pays1;NS000014110;NULL;+336##0963337;46;NomVoie7714110;NULL;#3647;Ville25;Pays2;2011-10-06-05-43-38;2011-10-06-05-43-38
111;1263242;Name33242;FistName33242;1948-04-13;Ville21;Pays1;NS000033242;NULL;+336##0839961;7;NomVoie4333242;NULL;#6733;Ville18;Pays3;2014-09-14-05-39-22;2014-09-14-05-39-22
112;1243253;Name13253;FistName13253;1972-01-15;Ville1;Pays1;NS000013253;NULL;+336##0655999;85;NomVoie7213253;NULL;#2964;Ville15;Pays1;2006-01-17-01-47-44;2006-01-17-01-47-44
113;1249168;Name19168;FistName19168;1931-11-19;Ville3;Pays2;NS000019168;NULL;+336##0141389;70;NomVoie1619168;NULL;#0386;Ville15;Pays3;2014-05-04-20-53-02;2014-05-04-20-53-02
114;1246533;Name16533;FistName16533;1971-02-13;Ville19;Pays2;NS000016533;NULL;+336##0757313;56;NomVoie6616533;NULL;#1307;Ville13;Pays3;2006-02-07-23-50-04;2006-02-07-23-50-04
115;1238251;Name8251;FistName8251;1965-11-16;Ville25;Pays4;NS000008251;NULL;+336##0438423;76;NomVoie968251;NULL;#5044;Ville20;Pays2;2018-10-11-13-37-26;2018-10-11-13-37-26
116;1250988;Name20988;FistName20988;1984-08-22;Ville12;Pays2;NS000020988;NULL;+336##0432876;92;NomVoie3620988;NULL;#8531;Ville21;Pays1;2004-05-24-17-11-03;2004-05-24-17-11-03
117;1264515;Name34515;FistName34515;1963-06-15;Ville6;Pays1;NS000034515;NULL;+336##0855197;2;NomVoie3434515;NULL;#3460;Ville25;Pays4;2019-02-15-23-17-46;2019-02-15-23-17-46
118;1234741;Name4741;FistName4741;1958-11-02;Ville4;Pays2;NS000004741;NULL;+336##0447138;83;NomVoie354741;NULL;#8580;Ville11;Pays1;1997-06-17-12-59-53;1997-06-17-12-59-53
119;1238035;Name8035;FistName8035;1967-09-13;Ville19;Pays1;NS000008035;NULL;+336##0044391;78;NomVoie568035;NULL;#4864;Ville18;Pays1;2015-10-03-13-55-21;2015-10-03-13-55-21
120;1257429;Name27429;FistName27429;1954-03-20;Ville22;Pays1;NS000027429;NULL;+336##0488802;31;NomVoie1327429;NULL;#3594;Ville14;Pays2;2014-02-12-19-35-21;2014-02-12-19-35-21
121;1260755;Name30755;FistName30755;1943-08-06;Ville6;Pays1;NS000030755;NULL;+336##0754044;65;NomVoie4330755;NULL;#6750;Ville24;Pays1;1998-10-17-12-17-25;1998-10-17-12-17-25
122;1258451;Name28451;FistName28451;1987-03-18;Ville22;Pays1;NS000028451;NULL;+336##0383802;62;NomVoie5128451;NULL;#0313;Ville11;Pays2;2005-04-03-13-24-52;2005-04-03-13-24-52
123;1230450;Name450;FistName450;1987-07-01;Ville11;Pays4;NS000000450;NULL;+336##0213166;74;NomVoie7450;NULL;#5350;Ville22;Pays2;2005-06-11-22-27-23;2005-06-11-22-27-23
124;1251491;Name21491;FistName21491;1950-06-16;Ville23;Pays3;NS000021491;NULL;+336##0709688;49;NomVoie2421491;NULL;#8265;Ville24;Pays3;2019-08-07-10-03-05;2019-08-07-10-03-05
125;1264258;Name34258;FistName34258;1976-07-08;Ville17;Pays1;NS000034258;NULL;+336##0662850;38;NomVoie1234258;NULL;#2463;Ville8;Pays1;2001-11-14-08-05-42;2001-11-14-08-05-42
126;1237440;Name7440;FistName7440;1931-09-26;Ville14;Pays1;NS000007440;NULL;+336##0083476;61;NomVoie667440;NULL;#7981;Ville19;Pays3;2017-02-26-13-48-35;2017-02-26-13-48-35
127;1237952;Name7952;FistName7952;2001-11-26;Ville7;Pays1;NS000007952;NULL;+336##0566794;29;NomVoie617952;NULL;#7320;Ville24;Pays3;2017-10-22-19-06-15;2017-10-22-19-06-15
128;1236174;Name6174;FistName6174;1935-05-18;Ville17;Pays2;NS000006174;NULL;+336##0464148;65;NomVoie66174;NULL;#2257;Ville19;Pays2;2006-06-22-14-15-08;2006-06-22-14-15-08
