;ID_PATIENT;NOM_PATIENT;PRENOM_PATIENT;DT_NAISS;VILLE_NAISS;PAYS_NAISS;NUM_SECU;IND_PAYS_NUM_TELP;NUM_TELEPHONE;NUM_VOIE;DSC_VOIE;CMPL_VOIE;CD_POSTAL;VILLE;PAYS;TS_CREATION_PATIENT;TS_MAJ_PATIENT
18;1260213;Name30213;FistName30213;2011-11-08;Ville13;Pays1;NS000030213;NULL;+336##0687036;37;NomVoie2230213;NULL;#2525;Ville24;Pays1;2010-06-17-16-03-55;2010-06-17-16-03-55
19;1270515;Name40515;FistName40515;1997-04-25;Ville10;Pays2;NS000040515;NULL;+336##0676235;7;NomVoie4240515;NULL;#4682;Ville24;Pays2;2007-11-14-07-32-46;2007-11-14-07-32-46
20;1258286;Name28286;FistName28286;1956-02-27;Ville5;Pays2;NS000028286;NULL;+336##0661883;58;NomVoie628286;NULL;#1885;Ville14;Pays3;2019-04-13-17-56-13;2019-04-13-17-56-13
21;1277093;Name47093;FistName47093;1969-04-15;Ville15;Pays1;NS000047093;NULL;+336##0147159;20;NomVoie2747093;NULL;#9024;Ville2;Pays1;2021-04-03-01-31-56;2021-04-03-01-31-56
22;1244395;Name14395;FistName14395;1990-07-10;Ville11;Pays1;NULL;NULL;+336##0859585;99;NomVoie3214395;NULL;#9611;Ville3;Pays1;2012-06-02-22-18-57;2012-06-02-22-18-57
23;1260772;Name30772;FistName30772;1994-08-15;Ville25;Pays1;NS000030772;NULL;+336##0306637;58;NomVoie9330772;NULL;#5528;Ville1;Pays3;2012-10-21-19-44-29;2012-10-21-19-44-29
24;1244589;Name14589;FistName14589;1963-09-13;Ville23;Pays1;NULL;NULL;+336##0116983;71;NomVoie614589;NULL;#6627;Ville23;Pays4;1997-04-19-06-42-59;1997-04-19-06-42-59
25;1234691;Name4691;FistName4691;2009-02-22;Ville25;Pays4;NS000004691;NULL;+336##0169823;50;NomVoie384691;NULL;#3919;Ville12;Pays2;2012-06-16-22-23-27;2012-06-16-22-23-27
26;1268489;Name38489;FistName38489;1988-05-06;Ville5;Pays2;NS000038489;NULL;+336##0091023;31;NomVoie4238489;NULL;#7516;Ville23;Pays5;2004-01-09-03-18-35;2004-01-09-03-18-35
27;1272424;Name42424;FistName42424;1998-11-11;Ville18;Pays2;NS000042424;NULL;+336##0897282;72;NomVoie4642424;NULL;#2226;Ville25;Pays1;2006-01-10-23-05-06;2006-01-10-23-05-06
28;1236300;Name6300;FistName6300;1963-04-14;Ville14;Pays1;NS000006300;NULL;+336##0553889;8;NomVoie226300;NULL;#3506;Ville13;Pays1;2004-04-10-19-45-23;2004-04-10-19-45-23
29;1242656;Name12656;FistName12656;1934-05-25;Ville13;Pays1;NS000012656;NULL;+336##0385624;51;NomVoie9212656;NULL;#5277;Ville24;Pays2;2021-08-10-20-22-39;2021-08-10-20-22-39
30;1234542;Name4542;FistName4542;1978-08-10;Ville1;Pays2;NS000004542;NULL;+336##0113632;56;NomVoie584542;NULL;#2975;Ville15;Pays2;2003-02-04-16-19-31;2003-02-04-16-19-31
31;1263157;Name33157;FistName33157;2005-09-23;Ville6;Pays2;NS000033157;NULL;+336##0027910;91;NomVoie7933157;NULL;#7356;Ville4;Pays2;2002-05-13-22-56-34;2002-05-13-22-56-34
32;1230627;Name627;FistName627;1955-09-13;Ville12;Pays1;NS000000627;NULL;+336##0653869;56;NomVoie88627;NULL;#1138;Ville12;Pays1;2001-11-12-12-17-17;2001-11-12-12-17-17
33;1240289;Name10289;FistName10289;1961-11-04;Ville24;Pays3;NS000010289;NULL;+336##0234461;54;NomVoie210289;NULL;#0188;Ville1;Pays1;2009-11-23-01-58-57;2009-11-23-01-58-57
34;1230722;Name722;FistName722;1997-04-27;Ville10;Pays1;NS000000722;NULL;+336##0397592;60;NomVoie27722;NULL;#2022;Ville25;Pays2;1998-03-11-09-06-06;1998-03-11-09-06-06
35;1246769;Name16769;FistName16769;1956-07-16;Ville11;Pays4;NS000016769;NULL;+336##0799645;64;NomVoie3216769;NULL;#3824;Ville22;Pays3;2018-09-09-21-09-10;2018-09-09-21-09-10
36;1244517;Name14517;FistName14517;1963-02-17;Ville1;Pays2;NS000014517;NULL;+336##0430485;64;NomVoie3314517;NULL;#2177;Ville16;Pays1;2017-07-04-20-14-39;2017-07-04-20-14-39
37;1251457;Name21457;FistName21457;1932-01-07;Ville13;Pays1;NS000021457;NULL;+336##0979056;28;NomVoie9621457;NULL;#5313;Ville7;Pays1;2001-02-23-17-29-21;2001-02-23-17-29-21
38;1266284;Name36284;FistName36284;1998-02-06;Ville25;Pays3;NS000036284;NULL;+336##0970720;83;NomVoie9636284;NULL;#0850;Ville13;Pays1;2015-08-02-14-31-42;2015-08-02-14-31-42
39;1274495;Name44495;FistName44495;1995-11-04;Ville22;Pays1;NS000044495;NULL;+336##0927348;42;NomVoie344495;NULL;#5153;Ville3;Pays2;2004-06-14-05-51-17;2004-06-14-05-51-17
40;1242972;Name12972;FistName12972;2002-09-21;Ville3;Pays1;NS000012972;NULL;+336##0996154;74;NomVoie5212972;NULL;#9840;Ville3;Pays2;2015-06-12-14-07-10;2015-06-12-14-07-10
41;1250796;Name20796;FistName20796;1954-08-13;Ville19;Pays1;NS000020796;NULL;+336##0136034;94;NomVoie7620796;NULL;#1579;Ville8;Pays1;2009-10-11-16-39-13;2009-10-11-16-39-13
42;1249369;Name19369;FistName19369;1985-08-13;Ville24;Pays4;NS000019369;NULL;+336##0678493;25;NomVoie5819369;NULL;#9426;Ville3;Pays2;2013-03-17-01-52-34;2013-03-17-01-52-34
43;1246290;Name16290;FistName16290;2006-03-24;Ville4;Pays3;NS000016290;NULL;+336##0923763;79;NomVoie9116290;NULL;#1619;Ville10;Pays2;2011-02-22-04-38-21;2011-02-22-04-38-21
44;1256396;Name26396;FistName26396;1984-09-04;Ville25;Pays1;NS000026396;NULL;+336##0463718;53;NomVoie8526396;NULL;#8191;Ville17;Pays2;2022-11-06-13-05-31;2022-11-06-13-05-31
45;1246307;Name16307;FistName16307;1988-02-07;Ville19;Pays3;NS000016307;NULL;+336##0174476;46;NomVoie4316307;NULL;#1141;Ville16;Pays2;2011-08-12-20-22-01;2011-08-12-20-22-01
46;1230078;Name78;FistName78;1952-04-15;Ville2;Pays3;NS000000078;NULL;+336##0628816;14;NomVoie5078;NULL;#0708;Ville19;Pays1;2004-02-06-02-45-48;2004-02-06-02-45-48
47;1245127;Name15127;FistName15127;2000-08-04;Ville16;Pays1;NS000015127;NULL;+336##0899646;74;NomVoie5115127;NULL;#1042;Ville13;Pays1;1999-11-07-07-13-23;1999-11-07-07-13-23
48;1246621;Name16621;FistName16621;1942-09-12;Ville3;Pays1;NS000016621;NULL;+336##0385432;86;NomVoie3916621;NULL;#0951;Ville23;Pays2;2020-05-10-06-19-52;2020-05-10-06-19-52
49;1258345;Name28345;FistName28345;1979-07-10;Ville18;Pays1;NS000028345;NULL;+336##0397471;20;NomVoie7128345;NULL;#3752;Ville6;Pays1;2011-07-27-23-51-52;2011-07-27-23-51-52
50;1238004;Name8004;FistName8004;1932-08-11;Ville20;Pays3;NS000008004;NULL;+336##0556655;17;NomVoie278004;NULL;#7625;Ville17;Pays3;2000-03-11-21-33-55;2000-03-11-21-33-55
51;1273814;Name43814;FistName43814;1955-01-21;Ville4;Pays1;NS000043814;NULL;+336##0916322;58;NomVoie5343814;NULL;#8433;Ville4;Pays1;2022-02-11-13-11-35;2022-02-11-13-11-35
52;1278814;Name48814;FistName48814;1946-11-13;Ville24;Pays2;NS000048814;NULL;+336##0517549;23;NomVoie3948814;NULL;#7651;Ville13;Pays2;2014-05-16-17-07-55;2014-05-16-17-07-55
53;1271952;Name41952;FistName41952;1958-07-09;Ville19;Pays2;NS000041952;NULL;+336##0706153;83;NomVoie7641952;NULL;#6511;Ville15;Pays1;1998-09-27-05-35-07;1998-09-27-05-35-07
54;1243384;Name13384;FistName13384;2010-02-21;Ville10;Pays2;NS000013384;NULL;+336##0686672;70;NomVoie7313384;NULL;#5612;Ville8;Pays2;2017-08-20-17-06-23;2017-08-20-17-06-23
55;1243942;Name13942;FistName13942;1958-04-23;Ville23;Pays1;NS000013942;NULL;+336##0008223;70;NomVoie8613942;NULL;#9733;Ville24;Pays1;2004-05-14-20-45-43;2004-05-14-20-45-43
56;1230478;Name478;FistName478;1935-03-22;Ville2;Pays4;NS000000478;NULL;+336##0075535;45;NomVoie55478;NULL;#2644;Ville10;Pays1;2012-03-22-10-16-36;2012-03-22-10-16-36
57;1255976;Name25976;FistName25976;2005-08-03;Ville18;Pays4;NS000025976;NULL;+336##0948146;34;NomVoie925976;NULL;#6465;Ville25;Pays2;2006-04-26-01-21-56;2006-04-26-01-21-56
58;1242353;Name12353;FistName12353;2007-05-17;Ville20;Pays2;NS000012353;NULL;+336##0622955;27;NomVoie3712353;NULL;#5041;Ville11;Pays1;2005-10-01-07-51-57;2005-10-01-07-51-57
59;1242925;Name12925;FistName12925;1978-04-08;Ville13;Pays2;NS000012925;NULL;+336##0432456;46;NomVoie5412925;NULL;#0777;Ville1;Pays3;2016-08-20-15-55-52;2016-08-20-15-55-52
60;1268969;Name38969;FistName38969;2003-10-04;Ville8;Pays3;NS000038969;NULL;+336##0941971;9;NomVoie4438969;NULL;#2268;Ville21;Pays2;1998-08-08-22-12-43;1998-08-08-22-12-43
61;1269523;Name39523;FistName39523;2005-02-15;Ville8;Pays1;NS000039523;NULL;+336##0138220;94;NomVoie9839523;NULL;#6990;Ville11;Pays1;2022-05-12-06-04-18;2022-05-12-06-04-18
62;1253971;Name23971;FistName23971;1956-02-10;Ville15;Pays1;NS000023971;NULL;+336##0490169;8;NomVoie5223971;NULL;#9729;Ville1;Pays1;2001-11-17-11-11-17;2001-11-17-11-11-17
63;1259246;Name29246;FistName29246;2002-07-02;Ville24;Pays1;NS000029246;NULL;+336##0709135;17;NomVoie3929246;NULL;#6692;Ville6;Pays2;2002-07-06-07-49-56;2002-07-06-07-49-56
64;1235355;Name5355;FistName5355;2012-06-20;Ville1;Pays4;NS000005355;NULL;+336##0815097;29;NomVoie145355;NULL;#4036;Ville16;Pays1;1998-09-07-14-24-28;1998-09-07-14-24-28
65;1253617;Name23617;FistName23617;1945-07-14;Ville7;Pays1;NS000023617;NULL;+336##0385248;2;NomVoie1423617;NULL;#7559;Ville13;Pays2;2001-01-25-05-52-25;2001-01-25-05-52-25
66;1266364;Name36364;FistName36364;1934-08-04;Ville6;Pays3;NS000036364;NULL;+336##0553740;94;NomVoie1036364;NULL;#7513;Ville19;Pays1;2019-09-27-01-44-27;2019-09-27-01-44-27
67;1243164;Name13164;FistName13164;1982-03-18;Ville15;Pays3;NS000013164;NULL;+336##0827590;97;NomVoie1013164;NULL;#3353;Ville17;Pays2;2000-01-19-01-41-36;2000-01-19-01-41-36
68;1265513;Name35513;FistName35513;1983-10-21;Ville21;Pays3;NS000035513;NULL;+336##0450133;95;NomVoie3435513;NULL;#6865;Ville4;Pays2;2023-06-09-06-22-41;2023-06-09-06-22-41
69;1233383;Name3383;FistName3383;1989-08-12;Ville25;Pays2;NS000003383;NULL;+336##0088540;84;NomVoie393383;NULL;#2348;Ville17;Pays3;2019-09-02-11-25-24;2019-09-02-11-25-24
70;1240391;Name10391;FistName10391;2006-09-16;Ville11;Pays4;NS000010391;NULL;+336##0227543;6;NomVoie7410391;NULL;#9995;Ville20;Pays2;2015-08-12-03-35-20;2015-08-12-03-35-20
71;1257610;Name27610;FistName27610;2016-09-26;Ville2;Pays2;NS000027610;NULL;+336##0388632;6;NomVoie3327610;NULL;#2586;Ville23;Pays2;2022-09-19-08-33-26;2022-09-19-08-33-26
72;1269554;Name39554;FistName39554;1943-04-01;Ville22;Pays1;NS000039554;NULL;+336##0466585;87;NomVoie2639554;NULL;#3975;Ville19;Pays1;2023-03-16-05-28-05;2023-03-16-05-28-05
73;1255843;Name25843;FistName25843;2007-07-13;Ville17;Pays2;NS000025843;NULL;+336##0374354;85;NomVoie3225843;NULL;#9237;Ville23;Pays1;1999-04-22-05-49-02;1999-04-22-05-49-02
74;1240638;Name10638;FistName10638;1976-06-11;Ville7;Pays3;NS000010638;NULL;+336##0166030;22;NomVoie1110638;NULL;#2321;Ville16;Pays1;2020-10-18-18-06-01;2020-10-18-18-06-01
75;1250433;Name20433;FistName20433;1961-03-10;Ville5;Pays1;NS000020433;NULL;+336##0411833;69;NomVoie2920433;NULL;#8092;Ville6;Pays2;2003-06-21-04-23-20;2003-06-21-04-23-20
76;1259024;Name29024;FistName29024;1932-11-04;Ville17;Pays1;NS000029024;NULL;+336##0411868;99;NomVoie2229024;NULL;#1129;Ville12;Pays3;2012-05-23-04-19-36;2012-05-23-04-19-36
77;1237387;Name7387;FistName7387;1965-05-13;Ville9;Pays4;NS000007387;NULL;+336##0530973;64;NomVoie217387;NULL;#1337;Ville20;Pays2;2022-09-11-19-46-26;2022-09-11-19-46-26
78;1262739;Name32739;FistName32739;2017-04-22;Ville15;Pays1;NS000032739;NULL;+336##0329911;65;NomVoie9532739;NULL;#9328;Ville18;Pays1;2007-10-07-11-31-02;2007-10-07-11-31-02
79;1257365;Name27365;FistName27365;1983-08-25;Ville24;Pays2;NS000027365;NULL;+336##0147590;75;NomVoie5127365;NULL;#7136;Ville18;Pays3;2004-03-21-03-30-25;2004-03-21-03-30-25
80;1234505;Name4505;FistName4505;2013-07-20;Ville25;Pays3;NS000004505;NULL;+336##0528511;25;NomVoie84505;NULL;#9417;Ville13;Pays2;2022-08-23-17-06-53;2022-08-23-17-06-53
81;1243867;Name13867;FistName13867;1946-04-10;Ville10;Pays3;NS000013867;NULL;+336##0833785;91;NomVoie7213867;NULL;#4151;Ville19;Pays1;2012-04-03-22-28-06;2012-04-03-22-28-06
82;1274108;Name44108;FistName44108;1954-03-19;Ville10;Pays3;NS000044108;NULL;+336##0695115;63;NomVoie3844108;NULL;#7479;Ville7;Pays1;2018-01-10-22-21-14;2018-01-10-22-21-14
83;1237186;Name7186;FistName7186;1964-10-14;Ville22;Pays2;NS000007186;NULL;+336##0217610;71;NomVoie257186;NULL;#0022;Ville16;Pays2;2020-09-06-17-37-47;2020-09-06-17-37-47
84;1261207;Name31207;FistName31207;2013-08-12;Ville17;Pays2;NS000031207;NULL;+336##0565673;28;NomVoie7931207;NULL;#7525;Ville23;Pays3;2003-02-01-04-45-58;2003-02-01-04-45-58
85;1273025;Name43025;FistName43025;1960-07-24;Ville8;Pays2;NS000043025;NULL;+336##0185925;42;NomVoie343025;NULL;#8244;Ville4;Pays2;2020-03-11-04-31-25;2020-03-11-04-31-25
86;1240754;Name10754;FistName10754;1935-02-01;Ville18;Pays1;NS000010754;NULL;+336##0748331;28;NomVoie4110754;NULL;#9541;Ville14;Pays3;2005-03-11-11-54-52;2005-03-11-11-54-52
87;1266635;Name36635;FistName36635;1941-11-12;Ville10;Pays1;NS000036635;NULL;+336##0362035;81;NomVoie3336635;NULL;#2363;Ville13;Pays1;2001-11-27-19-24-12;2001-11-27-19-24-12
88;1262986;Name32986;FistName32986;1934-08-01;Ville18;Pays1;NS000032986;NULL;+336##0248023;9;NomVoie532986;NULL;#1576;Ville22;Pays1;2010-04-14-22-57-34;2010-04-14-22-57-34
89;1234208;Name4208;FistName4208;1938-09-02;Ville24;Pays1;NS000004208;NULL;+336##0356389;27;NomVoie94208;NULL;#3391;Ville2;Pays2;2018-07-02-01-53-41;2018-07-02-01-53-41
90;1230196;Name196;FistName196;2000-05-18;Ville10;Pays4;NS000000196;NULL;+336##0377407;92;NomVoie0196;NULL;#7572;Ville5;Pays4;2003-06-03-22-37-35;2003-06-03-22-37-35
91;1268676;Name38676;FistName38676;2003-01-09;Ville5;Pays2;NS000038676;NULL;+336##0378682;53;NomVoie7238676;NULL;#2261;Ville7;Pays2;2003-02-15-04-50-34;2003-02-15-04-50-34
92;1236647;Name6647;FistName6647;1991-09-02;Ville9;Pays1;NS000006647;NULL;+336##0318419;33;NomVoie86647;NULL;#8184;Ville17;Pays1;2018-08-20-22-50-58;2018-08-20-22-50-58
93;1231622;Name1622;FistName1622;1996-05-06;Ville5;Pays1;NS000001622;NULL;+336##0987167;82;NomVoie471622;NULL;#4340;Ville16;Pays1;2022-01-04-10-58-48;2022-01-04-10-58-48
94;1237529;Name7529;FistName7529;1933-10-16;Ville2;Pays3;NS000007529;NULL;+336##0087594;57;NomVoie157529;NULL;#6060;Ville7;Pays1;2014-01-15-12-33-06;2014-01-15-12-33-06
95;1257002;Name27002;FistName27002;1947-06-06;Ville19;Pays2;NS000027002;NULL;+336##0597886;59;NomVoie6327002;NULL;#3499;Ville10;Pays1;2016-03-25-06-22-22;2016-03-25-06-22-22
96;1261428;Name31428;FistName31428;2005-10-20;Ville25;Pays1;NS000031428;NULL;+336##0340995;95;NomVoie4631428;NULL;#6890;Ville17;Pays1;2004-07-03-07-49-53;2004-07-03-07-49-53
97;1257872;Name27872;FistName27872;1955-04-03;Ville13;Pays1;NS000027872;NULL;+336##0443858;16;NomVoie8927872;NULL;#5240;Ville25;Pays4;2020-04-26-02-56-03;2020-04-26-02-56-03
98;1230131;Name131;FistName131;1959-03-06;Ville13;Pays2;NS000000131;NULL;+336##0805950;94;NomVoie73131;NULL;#9612;Ville8;Pays1;2018-04-23-22-26-28;2018-04-23-22-26-28
99;1238783;Name8783;FistName8783;2001-01-06;Ville24;Pays1;NS000008783;NULL;+336##0372041;2;NomVoie108783;NULL;#2651;Ville4;Pays1;2014-06-13-19-08-10;2014-06-13-19-08-10
100;1231887;Name1887;FistName1887;1992-06-02;Ville2;Pays1;NS000001887;NULL;+336##0873754;42;NomVoie661887;NULL;#0847;Ville13;Pays1;2006-06-22-12-01-46;2006-06-22-12-01-46
101;1239369;Name9369;FistName9369;1989-05-12;Ville3;Pays1;NS000009369;NULL;+336##0167031;72;NomVoie269369;NULL;#2735;Ville15;Pays2;1998-02-26-03-59-51;1998-02-26-03-59-51
102;1262303;Name32303;FistName32303;1980-06-01;Ville12;Pays2;NS000032303;NULL;+336##0074092;17;NomVoie7932303;NULL;#5594;Ville15;Pays2;2011-02-05-14-01-29;2011-02-05-14-01-29
103;1240483;Name10483;FistName10483;1999-09-26;Ville7;Pays2;NS000010483;NULL;+336##0126326;20;NomVoie1110483;NULL;#6617;Ville8;Pays4;2005-03-17-15-54-30;2005-03-17-15-54-30
104;1236080;Name6080;FistName6080;1989-09-17;Ville24;Pays3;NS000006080;NULL;+336##0513123;57;NomVoie866080;NULL;#5975;Ville8;Pays3;2017-02-05-13-01-15;2017-02-05-13-01-15
105;1253975;Name23975;FistName23975;1992-04-09;Ville22;Pays3;NS000023975;NULL;+336##0509182;16;NomVoie7923975;NULL;#4424;Ville24;Pays2;2022-02-25-12-53-04;2022-02-25-12-53-04
106;1232374;Name2374;FistName2374;1982-07-12;Ville5;Pays3;NS000002374;NULL;+336##0003124;53;NomVoie942374;NULL;#7574;Ville5;Pays1;2022-08-04-10-52-33;2022-08-04-10-52-33
107;1267032;Name37032;FistName37032;2007-01-15;Ville17;Pays2;NS000037032;NULL;+336##0442382;44;NomVoie4437032;NULL;#4866;Ville6;Pays4;2015-04-01-12-59-22;2015-04-01-12-59-22
108;1262883;Name32883;FistName32883;1982-03-15;Ville9;Pays2;NS000032883;NULL;+336##0225540;67;NomVoie8132883;NULL;#4697;Ville10;Pays1;2020-08-03-16-31-02;2020-08-03-16-31-02
109;1253907;Name23907;FistName23907;1945-11-16;Ville21;Pays2;NS000023907;NULL;+336##0855711;15;NomVoie4323907;NULL;#9109;Ville24;Pays1;2003-06-19-02-47-04;2003-06-19-02-47-04
110;1238533;Name8533;FistName8533;1969-07-02;Ville3;Pays1;NS000008533;NULL;+336##0287008;15;NomVoie58533;NULL;#4874;Ville5;Pays2;2017-03-08-01-24-58;2017-03-08-01-24-58
111;1266196;Name36196;FistName36196;1970-06-08;Ville1;Pays5;NS000036196;NULL;+336##0907648;43;NomVoie7736196;NULL;#7982;Ville13;Pays2;1998-05-23-08-07-24;1998-05-23-08-07-24
112;1261593;Name31593;FistName31593;2005-11-14;Ville13;Pays3;NS000031593;NULL;+336##0168337;6;NomVoie1731593;NULL;#0887;Ville2;Pays2;2015-11-01-19-22-16;2015-11-01-19-22-16
113;1275362;Name45362;FistName45362;1984-05-05;Ville23;Pays2;NS000045362;NULL;+336##0869885;98;NomVoie145362;NULL;#8719;Ville20;Pays3;2017-01-14-18-09-24;2017-01-14-18-09-24
114;1241558;Name11558;FistName11558;1952-11-19;Ville12;Pays1;NS000011558;NULL;+336##0250560;85;NomVoie5611558;NULL;#0871;Ville18;Pays1;2008-09-25-20-48-04;2008-09-25-20-48-04
115;1236306;Name6306;FistName6306;1997-08-18;Ville21;Pays3;NS000006306;NULL;+336##0892440;44;NomVoie326306;NULL;#9750;Ville9;Pays1;2019-08-07-14-04-45;2019-08-07-14-04-45
116;1279709;Name49709;FistName49709;1969-09-10;Ville20;Pays3;NS000049709;NULL;+336##0797283;6;NomVoie1649709;NULL;#0197;Ville12;Pays2;2014-06-27-09-47-28;2014-06-27-09-47-28
117;1239342;Name9342;FistName9342;2008-08-23;Ville10;Pays2;NS000009342;NULL;+336##0393920;47;NomVoie339342;NULL;#2634;Ville19;Pays2;2003-02-09-19-57-17;2003-02-09-19-57-17
118;1238667;Name8667;FistName8667;1934-02-19;Ville24;Pays3;NS000008667;NULL;+336##0498930;61;NomVoie748667;NULL;#9180;Ville1;Pays2;2001-02-06-18-11-44;2001-02-06-18-11-44
119;1248323;Name18323;FistName18323;1933-04-03;Ville20;Pays2;NS000018323;NULL;+336##0608058;64;NomVoie2318323;NULL;#7890;Ville21;Pays1;2002-11-18-10-08-53;2002-11-18-10-08-53
120;1272791;Name42791;FistName42791;1953-07-13;Ville4;Pays2;NS000042791;NULL;+336##0291846;8;NomVoie9742791;NULL;#6639;Ville18;Pays2;2009-06-20-15-04-48;2009-06-20-15-04-48
121;1271464;Name41464;FistName41464;1980-10-24;Ville1;Pays2;NS000041464;NULL;+336##0212464;95;NomVoie1641464;NULL;#3094;Ville20;Pays1;2020-08-14-09-58-59;2020-08-14-09-58-59
122;1274182;Name44182;FistName44182;1971-04-05;Ville12;Pays4;NS000044182;NULL;+336##0357975;78;NomVoie8944182;NULL;#9102;Ville12;Pays2;2002-03-04-15-11-09;2002-03-04-15-11-09
123;1250888;Name20888;FistName20888;1940-05-15;Ville22;Pays2;NS000020888;NULL;+336##0286173;28;NomVoie5220888;NULL;#6768;Ville23;Pays3;2023-09-24-06-46-17;2023-09-24-06-46-17
124;1231976;Name1976;FistName1976;2012-01-08;Ville23;Pays1;NS000001976;NULL;+336##0003743;64;NomVoie921976;NULL;#2838;Ville8;Pays2;2005-11-10-18-37-14;2005-11-10-18-37-14
125;1277665;Name47665;FistName47665;2000-09-23;Ville8;Pays2;NS000047665;NULL;+336##0287337;30;NomVoie6947665;NULL;#7061;Ville8;Pays1;2006-07-23-11-57-31;2006-07-23-11-57-31
126;1279012;Name49012;FistName49012;1974-04-23;Ville22;Pays2;NS000049012;NULL;+336##0712064;11;NomVoie7749012;NULL;#3132;Ville20;Pays3;1999-05-13-19-20-52;1999-05-13-19-20-52
127;1267429;Name37429;FistName37429;1994-06-11;Ville12;Pays1;NS000037429;NULL;+336##0014103;16;NomVoie2937429;NULL;#4787;Ville11;Pays1;2000-10-16-09-51-55;2000-10-16-09-51-55
128;1268471;Name38471;FistName38471;1961-05-09;Ville18;Pays3;NS000038471;NULL;+336##0869832;9;NomVoie9838471;NULL;#5882;Ville15;Pays2;2017-10-16-14-44-36;2017-10-16-14-44-36
